## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 47483801   3   2   b   24       1          2              0      HO    14     1      4
 47483C01   3   2   b   24       1          1              2      HO    15     1      4
 4E240F81   6  21   t   29      12          2              0     HOX    15     1   -999
 47480402   3   4   b   24       5          4              0      HO     1     2      4
 47480802   3   3   t   24       2          8              1      HO     2     2      4
 47480C02   3   4   b   24       5          4              1      HO     3     2      4
 47481002   3   4   b   24       5          4              2      HO     4     2      4
 47481402   3   3   t   24       2          3              1      HO     5     2      4
 47481802   3   3   t   24       2          2              2      HO     6     2      4
 47481C02   3   3   t   24       2          1              1      HO     7     2      4
 47482002   3   2   t   24       0          8              2      HO     8     2      4
 47482402   3   2   t   24       0          7              1      HO     9     2      4
 47482802   3   2   t   24       0          6              2      HO    10     2      4
 47482C02   3   2   t   24       0          5              1      HO    11     2      4
 47483002   3   2   t   24       0          4              2      HO    12     2      4
 47483402   3   2   t   24       0          3              1      HO    13     2      4
 47483802   3   2   t   24       0          2              2      HO    14     2      4
 47483C02   3   2   t   24       0          1              1      HO    15     2      4
 4E240F82   6  21   t   29      12          3              2     HOX    15     2   -999
 47480403   3   4   t   24       4          8              1      HO     1     3      4
 47480803   3   3   t   24       2          6              2      HO     2     3      4
 47480C03   3   4   t   24       4          8              0      HO     3     3      4
 47481003   3   4   t   24       4          8              2      HO     4     3      4
 4E240A03   3   3   t   24       2          5              2     HOX     4     3   -999
 47481403   3   3   t   24       2          3              0      HO     5     3      4
 47481803   3   3   t   24       2          2              1      HO     6     3      4
 47481C03   3   3   t   24       2          1              0      HO     7     3      4
 47482003   3   2   t   24       0          8              1      HO     8     3      4
 47482403   3   2   t   24       0          7              0      HO     9     3      4
 47482803   3   2   t   24       0          6              1      HO    10     3      4
 47482C03   3   2   t   24       0          5              0      HO    11     3      4
 47483003   3   2   t   24       0          4              1      HO    12     3      4
 47483403   3   2   t   24       0          3              0      HO    13     3      4
 47483803   3   2   t   24       0          2              1      HO    14     3      4
 47483C03   3   2   t   24       0          1              0      HO    15     3      4
 4E240F83   6  21   t   29      12          3              1     HOX    15     3   -999
 47480404   3   4   t   24       4          7              0      HO     1     4      4
 47480804   3   3   t   24       2          5              1      HO     2     4      4
 47480C04   3   4   t   24       4          7              1      HO     3     4      4
 47481004   3   4   t   24       4          7              2      HO     4     4      4
 47481404   3   3   t   24       2          3              2      HO     5     4      4
 47481804   3   3   t   24       2          2              0      HO     6     4      4
 47481C04   3   3   t   24       2          1              2      HO     7     4      4
 47482004   3   2   t   24       0          8              0      HO     8     4      4
 47482404   3   2   t   24       0          7              2      HO     9     4      4
 47482804   3   2   t   24       0          6              0      HO    10     4      4
 47482C04   3   2   t   24       0          5              2      HO    11     4      4
 47483004   3   2   t   24       0          4              0      HO    12     4      4
 47483404   3   2   t   24       0          3              2      HO    13     4      4
 47483804   3   2   t   24       0          2              0      HO    14     4      4
 47483C04   3   2   t   24       0          1              2      HO    15     4      4
 4E240F84   6  21   t   29      12          3              0     HOX    15     4   -999
 47480405   3   7   b   24      11          7              0      HO     1     5      4
 47480805   3   7   b   24      11          5              2      HO     2     5      4
 47480C05   3   7   b   24      11          5              0      HO     3     5      4
 47481005   3  13   t   25       0          6              0      HO     4     5      4
 47481405   3  13   b   25       1          3              2      HO     5     5      4
 47481805   3  13   b   25       1          2              0      HO     6     5      4
 47481C05   3  13   b   25       1          1              2      HO     7     5      4
 47482005   3  14   b   25       3          8              0      HO     8     5      4
 47482405   3  14   b   25       3          7              2      HO     9     5      4
 47482805   3  14   b   25       3          6              0      HO    10     5      4
 47482C05   3  14   b   25       3          5              2      HO    11     5      4
 47483005   3  14   b   25       3          4              0      HO    12     5      4
 47483405   3  14   b   25       3          3              2      HO    13     5      4
 47483805   3  14   b   25       3          2              0      HO    14     5      4
 47483C05   3  14   b   25       3          1              2      HO    15     5      4
 4E240F85   6  21   t   29      12          5              0     HOX    15     5   -999
 47480406   3   7   b   24      11          6              0      HO     1     6      4
 47480806   3   7   b   24      11          6              1      HO     2     6      4
 47480C06   3   7   b   24      11          5              1      HO     3     6      4
 47481006   3  13   t   25       0          6              2      HO     4     6      4
 4E240A06   3  13   t   25       0          6              1     HOX     4     6   -999
 47481406   3  13   b   25       1          3              0      HO     5     6      4
 47481806   3  13   b   25       1          2              1      HO     6     6      4
 47481C06   3  13   b   25       1          1              0      HO     7     6      4
 47482006   3  14   b   25       3          8              1      HO     8     6      4
 47482406   3  14   b   25       3          7              0      HO     9     6      4
 47482806   3  14   b   25       3          6              1      HO    10     6      4
 47482C06   3  14   b   25       3          5              0      HO    11     6      4
 47483006   3  14   b   25       3          4              1      HO    12     6      4
 47483406   3  14   b   25       3          3              0      HO    13     6      4
 47483806   3  14   b   25       3          2              1      HO    14     6      4
 47483C06   3  14   b   25       3          1              0      HO    15     6      4
 4E240F86   6  21   t   29      12          5              1     HOX    15     6   -999
 47480407   3   7   b   24      11          4              0      HO     1     7      4
 47480807   3   7   t   24      10          7              2      HO     2     7      4
 47480C07   3   7   t   24      10          7              0      HO     3     7      4
 47481007   3  13   t   25       0          5              0      HO     4     7      4
 47481407   3  13   b   25       1          3              1      HO     5     7      4
 47481807   3  13   b   25       1          2              2      HO     6     7      4
 47481C07   3  13   b   25       1          1              1      HO     7     7      4
 47482007   3  14   b   25       3          8              2      HO     8     7      4
 47482407   3  14   b   25       3          7              1      HO     9     7      4
 47482807   3  14   b   25       3          6              2      HO    10     7      4
 47482C07   3  14   b   25       3          5              1      HO    11     7      4
 47483007   3  14   b   25       3          4              2      HO    12     7      4
 47483407   3  14   b   25       3          3              1      HO    13     7      4
 47483807   3  14   b   25       3          2              2      HO    14     7      4
 47483C07   3  14   b   25       3          1              1      HO    15     7      4
 4E240F87   6  21   t   29      12          5              2     HOX    15     7   -999
 47480408   3   7   t   24      10          8              0      HO     1     8      4
 47480808   3   7   t   24      10          8              1      HO     2     8      4
 47480C08   3   7   t   24      10          7              1      HO     3     8      4
 47481008   3  13   t   25       0          5              2      HO     4     8      4
 4E240A08   3  13   t   25       0          5              1     HOX     4     8   -999
 47481408   3  13   t   25       0          3              2      HO     5     8      4
 47481808   3  13   t   25       0          2              0      HO     6     8      4
 47481C08   3  13   t   25       0          1              2      HO     7     8      4
 47482008   3  14   t   25       2          8              0      HO     8     8      4
 47482408   3  14   t   25       2          7              2      HO     9     8      4
 47482808   3  14   t   25       2          6              0      HO    10     8      4
 47482C08   3  14   t   25       2          5              2      HO    11     8      4
 47483008   3  14   t   25       2          4              0      HO    12     8      4
 47483408   3  14   t   25       2          3              2      HO    13     8      4
 47483808   3  14   t   25       2          2              0      HO    14     8      4
 47483C08   3  14   t   25       2          1              2      HO    15     8      4
 4E240F88   6  21   t   29      12          4              0     HOX    15     8   -999
 47480409   3   7   t   24      10          6              0      HO     1     9      4
 47480809   3   7   t   24      10          4              2      HO     2     9      4
 47480C09   3   7   t   24      10          4              0      HO     3     9      4
 47481009   3  13   t   25       0          4              0      HO     4     9      4
 47481409   3  13   t   25       0          3              0      HO     5     9      4
 47481809   3  13   t   25       0          2              1      HO     6     9      4
 47481C09   3  13   t   25       0          1              0      HO     7     9      4
 47482009   3  14   t   25       2          8              1      HO     8     9      4
 47482409   3  14   t   25       2          7              0      HO     9     9      4
 47482809   3  14   t   25       2          6              1      HO    10     9      4
 47482C09   3  14   t   25       2          5              0      HO    11     9      4
 47483009   3  14   t   25       2          4              1      HO    12     9      4
 47483409   3  14   t   25       2          3              0      HO    13     9      4
 47483809   3  14   t   25       2          2              1      HO    14     9      4
 47483C09   3  14   t   25       2          1              0      HO    15     9      4
 4E240F89   6  21   t   29      12          4              1     HOX    15     9   -999
 4748040A   3   7   t   24      10          5              0      HO     1    10      4
 4748080A   3   7   t   24      10          5              1      HO     2    10      4
 47480C0A   3   7   t   24      10          4              1      HO     3    10      4
 4748100A   3  13   t   25       0          4              2      HO     4    10      4
 4E240A0A   3  13   t   25       0          4              1     HOX     4    10   -999
 4748140A   3  13   t   25       0          3              1      HO     5    10      4
 4748180A   3  13   t   25       0          2              2      HO     6    10      4
 47481C0A   3  13   t   25       0          1              1      HO     7    10      4
 4748200A   3  14   t   25       2          8              2      HO     8    10      4
 4748240A   3  14   t   25       2          7              1      HO     9    10      4
 4748280A   3  14   t   25       2          6              2      HO    10    10      4
 47482C0A   3  14   t   25       2          5              1      HO    11    10      4
 4748300A   3  14   t   25       2          4              2      HO    12    10      4
 4748340A   3  14   t   25       2          3              1      HO    13    10      4
 4748380A   3  14   t   25       2          2              2      HO    14    10      4
 47483C0A   3  14   t   25       2          1              1      HO    15    10      4
 4E240F8A   6  21   t   29      12          4              2     HOX    15    10   -999
 4748040B   3  16   b   25       7          7              0      HO     1    11      4
 4748080B   3  16   b   25       7          5              2      HO     2    11      4
 47480C0B   3  16   b   25       7          5              0      HO     3    11      4
 4748100B   3  17   t   25       8          6              0      HO     4    11      4
 4748140B   3  17   b   25       9          3              1      HO     5    11      4
 4748180B   3  17   b   25       9          2              2      HO     6    11      4
 47481C0B   3  17   b   25       9          1              1      HO     7    11      4
 4748200B   3  18   b   25      11          8              2      HO     8    11      4
 4748240B   3  18   b   25      11          7              1      HO     9    11      4
 4748280B   3  18   b   25      11          6              2      HO    10    11      4
 47482C0B   3  18   b   25      11          5              1      HO    11    11      4
 4748300B   3  18   b   25      11          4              2      HO    12    11      4
 4748340B   3  18   b   25      11          3              1      HO    13    11      4
 4748380B   3  18   b   25      11          2              2      HO    14    11      4
 47483C0B   3  18   b   25      11          1              1      HO    15    11      4
 4E240F8B   6  21   t   29      12          6              2     HOX    15    11   -999
 4748040C   3  16   b   25       7          6              0      HO     1    12      4
 4748080C   3  16   b   25       7          6              1      HO     2    12      4
 47480C0C   3  16   b   25       7          5              1      HO     3    12      4
 4748100C   3  17   t   25       8          6              2      HO     4    12      4
 4E240A0C   3  17   t   25       8          6              1     HOX     4    12   -999
 4748140C   3  17   b   25       9          3              0      HO     5    12      4
 4748180C   3  17   b   25       9          2              1      HO     6    12      4
 47481C0C   3  17   b   25       9          1              0      HO     7    12      4
 4748200C   3  18   b   25      11          8              1      HO     8    12      4
 4748240C   3  18   b   25      11          7              0      HO     9    12      4
 4748280C   3  18   b   25      11          6              1      HO    10    12      4
 47482C0C   3  18   b   25      11          5              0      HO    11    12      4
 4748300C   3  18   b   25      11          4              1      HO    12    12      4
 4748340C   3  18   b   25      11          3              0      HO    13    12      4
 4748380C   3  18   b   25      11          2              1      HO    14    12      4
 47483C0C   3  18   b   25      11          1              0      HO    15    12      4
 4E240F8C   6  21   t   29      12          6              1     HOX    15    12   -999
 4748040D   3  16   b   25       7          4              0      HO     1    13      4
 4748080D   3  16   t   25       6          7              2      HO     2    13      4
 47480C0D   3  16   t   25       6          7              0      HO     3    13      4
 4748100D   3  17   t   25       8          5              0      HO     4    13      4
 4748140D   3  17   b   25       9          3              2      HO     5    13      4
 4748180D   3  17   b   25       9          2              0      HO     6    13      4
 47481C0D   3  17   b   25       9          1              2      HO     7    13      4
 4748200D   3  18   b   25      11          8              0      HO     8    13      4
 4748240D   3  18   b   25      11          7              2      HO     9    13      4
 4748280D   3  18   b   25      11          6              0      HO    10    13      4
 47482C0D   3  18   b   25      11          5              2      HO    11    13      4
 4748300D   3  18   b   25      11          4              0      HO    12    13      4
 4748340D   3  18   b   25      11          3              2      HO    13    13      4
 4748380D   3  18   b   25      11          2              0      HO    14    13      4
 47483C0D   3  18   b   25      11          1              2      HO    15    13      4
 4E240F8D   6  21   t   29      12          6              0     HOX    15    13   -999
 4748040E   3  16   t   25       6          8              0      HO     1    14      4
 4748080E   3  16   t   25       6          8              1      HO     2    14      4
 47480C0E   3  16   t   25       6          7              1      HO     3    14      4
 4748100E   3  17   t   25       8          5              2      HO     4    14      4
 4E240A0E   3  17   t   25       8          5              1     HOX     4    14   -999
 4748140E   3  17   t   25       8          3              1      HO     5    14      4
 4748180E   3  17   t   25       8          2              2      HO     6    14      4
 47481C0E   3  17   t   25       8          1              1      HO     7    14      4
 4748200E   3  18   t   25      10          8              2      HO     8    14      4
 4748240E   3  18   t   25      10          7              1      HO     9    14      4
 4748280E   3  18   t   25      10          6              2      HO    10    14      4
 47482C0E   3  18   t   25      10          5              1      HO    11    14      4
 4748300E   3  18   t   25      10          4              2      HO    12    14      4
 4748340E   3  18   t   25      10          3              1      HO    13    14      4
 4748380E   3  18   t   25      10          2              2      HO    14    14      4
 47483C0E   3  18   t   25      10          1              1      HO    15    14      4
 4E240F8E   6  21   t   29      12          7              2     HOX    15    14   -999
 4748040F   3  16   t   25       6          6              0      HO     1    15      4
 4748080F   3  16   t   25       6          4              2      HO     2    15      4
 47480C0F   3  16   t   25       6          4              0      HO     3    15      4
 4748100F   3  17   t   25       8          4              0      HO     4    15      4
 4748140F   3  17   t   25       8          3              0      HO     5    15      4
 4748180F   3  17   t   25       8          2              1      HO     6    15      4
 47481C0F   3  17   t   25       8          1              0      HO     7    15      4
 4748200F   3  18   t   25      10          8              1      HO     8    15      4
 4748240F   3  18   t   25      10          7              0      HO     9    15      4
 4748280F   3  18   t   25      10          6              1      HO    10    15      4
 47482C0F   3  18   t   25      10          5              0      HO    11    15      4
 4748300F   3  18   t   25      10          4              1      HO    12    15      4
 4748340F   3  18   t   25      10          3              0      HO    13    15      4
 4748380F   3  18   t   25      10          2              1      HO    14    15      4
 47483C0F   3  18   t   25      10          1              0      HO    15    15      4
 4E240F8F   6  21   t   29      12          7              1     HOX    15    15   -999
 47480410   3  16   t   25       6          5              0      HO     1    16      4
 47480810   3  16   t   25       6          5              1      HO     2    16      4
 47480C10   3  16   t   25       6          4              1      HO     3    16      4
 47481010   3  17   t   25       8          4              2      HO     4    16      4
 4E240A10   3  17   t   25       8          4              1     HOX     4    16   -999
 47481410   3  17   t   25       8          3              2      HO     5    16      4
 47481810   3  17   t   25       8          2              0      HO     6    16      4
 47481C10   3  17   t   25       8          1              2      HO     7    16      4
 47482010   3  18   t   25      10          8              0      HO     8    16      4
 47482410   3  18   t   25      10          7              2      HO     9    16      4
 47482810   3  18   t   25      10          6              0      HO    10    16      4
 47482C10   3  18   t   25      10          5              2      HO    11    16      4
 47483010   3  18   t   25      10          4              0      HO    12    16      4
 47483410   3  18   t   25      10          3              2      HO    13    16      4
 47483810   3  18   t   25      10          2              0      HO    14    16      4
 47483C10   3  18   t   25      10          1              2      HO    15    16      4
 4E240F90   6  21   t   29      12          7              0     HOX    15    16   -999
 47480411   7   4   b   26       5          7              1      HO     1    17      4
 47480811   7   3   b   26       3          7              2      HO     2    17      4
 47480C11   7   4   b   26       5          7              0      HO     3    17      4
 47481011   7   4   b   26       5          7              2      HO     4    17      4
 4E240A11   7   3   b   26       3          6              2     HOX     4    17   -999
 47481411   7   3   b   26       3          3              2      HO     5    17      4
 47481811   7   3   b   26       3          2              0      HO     6    17      4
 47481C11   7   3   b   26       3          1              2      HO     7    17      4
 47482011   7   2   b   26       1          8              0      HO     8    17      4
 47482411   7   2   b   26       1          7              2      HO     9    17      4
 47482811   7   2   b   26       1          6              0      HO    10    17      4
 47482C11   7   2   b   26       1          5              2      HO    11    17      4
 47483011   7   2   b   26       1          4              0      HO    12    17      4
 47483411   7   2   b   26       1          3              2      HO    13    17      4
 47483811   7   2   b   26       1          2              0      HO    14    17      4
 47483C11   7   2   b   26       1          1              2      HO    15    17      4
 4E240F91   6  21   b   29      13          3              0     HOX    15    17   -999
 47480412   7   4   b   26       5          6              0      HO     1    18      4
 47480812   7   3   b   26       3          6              1      HO     2    18      4
 47480C12   7   4   b   26       5          6              1      HO     3    18      4
 47481012   7   4   b   26       5          6              2      HO     4    18      4
 47481412   7   3   b   26       3          3              0      HO     5    18      4
 47481812   7   3   b   26       3          2              1      HO     6    18      4
 47481C12   7   3   b   26       3          1              0      HO     7    18      4
 47482012   7   2   b   26       1          8              1      HO     8    18      4
 47482412   7   2   b   26       1          7              0      HO     9    18      4
 47482812   7   2   b   26       1          6              1      HO    10    18      4
 47482C12   7   2   b   26       1          5              0      HO    11    18      4
 47483012   7   2   b   26       1          4              1      HO    12    18      4
 47483412   7   2   b   26       1          3              0      HO    13    18      4
 47483812   7   2   b   26       1          2              1      HO    14    18      4
 47483C12   7   2   b   26       1          1              0      HO    15    18      4
 4E240F92   6  21   b   29      13          3              1     HOX    15    18   -999
 47480413   7   4   b   26       5          5              1      HO     1    19      4
 47480813   7   3   b   26       3          4              2      HO     2    19      4
 47480C13   7   4   b   26       5          5              0      HO     3    19      4
 47481013   7   4   b   26       5          5              2      HO     4    19      4
 4E240A13   7   3   t   26       2          8              2     HOX     4    19   -999
 47481413   7   3   b   26       3          3              1      HO     5    19      4
 47481813   7   3   b   26       3          2              2      HO     6    19      4
 47481C13   7   3   b   26       3          1              1      HO     7    19      4
 47482013   7   2   b   26       1          8              2      HO     8    19      4
 47482413   7   2   b   26       1          7              1      HO     9    19      4
 47482813   7   2   b   26       1          6              2      HO    10    19      4
 47482C13   7   2   b   26       1          5              1      HO    11    19      4
 47483013   7   2   b   26       1          4              2      HO    12    19      4
 47483413   7   2   b   26       1          3              1      HO    13    19      4
 47483813   7   2   b   26       1          2              2      HO    14    19      4
 47483C13   7   2   b   26       1          1              1      HO    15    19      4
 4E240F93   6  21   b   29      13          3              2     HOX    15    19   -999
 47480414   7   4   b   26       5          4              0      HO     1    20      4
 47480814   7   3   t   26       2          8              1      HO     2    20      4
 47480C14   7   4   b   26       5          4              1      HO     3    20      4
 47481014   7   4   b   26       5          4              2      HO     4    20      4
 47481414   7   3   t   26       2          3              2      HO     5    20      4
 47481814   7   3   t   26       2          2              0      HO     6    20      4
 47481C14   7   3   t   26       2          1              2      HO     7    20      4
 47482014   7   2   t   26       0          8              0      HO     8    20      4
 47482414   7   2   t   26       0          7              2      HO     9    20      4
 47482814   7   2   t   26       0          6              0      HO    10    20      4
 47482C14   7   2   t   26       0          5              2      HO    11    20      4
 47483014   7   2   t   26       0          4              0      HO    12    20      4
 47483414   7   2   t   26       0          3              2      HO    13    20      4
 47483814   7   2   t   26       0          2              0      HO    14    20      4
 47483C14   7   2   t   26       0          1              2      HO    15    20      4
 4E240F94   6  21   b   29      13          2              0     HOX    15    20   -999
 47480415   7   4   t   26       4          8              1      HO     1    21      4
 47480815   7   3   t   26       2          6              2      HO     2    21      4
 47480C15   7   4   t   26       4          8              0      HO     3    21      4
 47481015   7   4   t   26       4          8              2      HO     4    21      4
 4E240A15   7   3   t   26       2          5              2     HOX     4    21   -999
 47481415   7   3   t   26       2          3              0      HO     5    21      4
 47481815   7   3   t   26       2          2              1      HO     6    21      4
 47481C15   7   3   t   26       2          1              0      HO     7    21      4
 47482015   7   2   t   26       0          8              1      HO     8    21      4
 47482415   7   2   t   26       0          7              0      HO     9    21      4
 47482815   7   2   t   26       0          6              1      HO    10    21      4
 47482C15   7   2   t   26       0          5              0      HO    11    21      4
 47483015   7   2   t   26       0          4              1      HO    12    21      4
 47483415   7   2   t   26       0          3              0      HO    13    21      4
 47483815   7   2   t   26       0          2              1      HO    14    21      4
 47483C15   7   2   t   26       0          1              0      HO    15    21      4
 4E240F95   6  21   b   29      13          2              1     HOX    15    21   -999
 47480416   7   4   t   26       4          7              0      HO     1    22      4
 47480816   7   3   t   26       2          5              1      HO     2    22      4
 47480C16   7   4   t   26       4          7              1      HO     3    22      4
 47481016   7   4   t   26       4          7              2      HO     4    22      4
 47481416   7   3   t   26       2          3              1      HO     5    22      4
 47481816   7   3   t   26       2          2              2      HO     6    22      4
 47481C16   7   3   t   26       2          1              1      HO     7    22      4
 47482016   7   2   t   26       0          8              2      HO     8    22      4
 47482416   7   2   t   26       0          7              1      HO     9    22      4
 47482816   7   2   t   26       0          6              2      HO    10    22      4
 47482C16   7   2   t   26       0          5              1      HO    11    22      4
 47483016   7   2   t   26       0          4              2      HO    12    22      4
 47483416   7   2   t   26       0          3              1      HO    13    22      4
 47483816   7   2   t   26       0          2              2      HO    14    22      4
 47483C16   7   2   t   26       0          1              1      HO    15    22      4
 4E240F96   6  21   b   29      13          2              2     HOX    15    22   -999
 47480417   7  13   b   27       1          7              1      HO     1    23      4
 47480817   7   7   b   26      11          7              2      HO     2    23      4
 47480C17   7  13   b   27       1          7              0      HO     3    23      4
 47481017   7  13   b   27       1          7              2      HO     4    23      4
 4E240A17   7   7   b   26      11          6              2     HOX     4    23   -999
 47481417   7   7   b   26      11          3              1      HO     5    23      4
 47481817   7   7   b   26      11          2              2      HO     6    23      4
 47481C17   7   7   b   26      11          1              1      HO     7    23      4
 47482017   7   6   b   26       9          8              2      HO     8    23      4
 47482417   7   6   b   26       9          7              1      HO     9    23      4
 47482817   7   6   b   26       9          6              2      HO    10    23      4
 47482C17   7   6   b   26       9          5              1      HO    11    23      4
 47483017   7   6   b   26       9          4              2      HO    12    23      4
 47483417   7   6   b   26       9          3              1      HO    13    23      4
 47483817   7   6   b   26       9          2              2      HO    14    23      4
 47483C17   7   6   b   26       9          1              1      HO    15    23      4
 4E240F97   6  21   b   29      13          6              2     HOX    15    23   -999
 47480418   7  13   b   27       1          6              0      HO     1    24      4
 47480818   7   7   b   26      11          6              1      HO     2    24      4
 47480C18   7  13   b   27       1          6              1      HO     3    24      4
 47481018   7  13   b   27       1          6              2      HO     4    24      4
 47481418   7   7   b   26      11          3              0      HO     5    24      4
 47481818   7   7   b   26      11          2              1      HO     6    24      4
 47481C18   7   7   b   26      11          1              0      HO     7    24      4
 47482018   7   6   b   26       9          8              1      HO     8    24      4
 47482418   7   6   b   26       9          7              0      HO     9    24      4
 47482818   7   6   b   26       9          6              1      HO    10    24      4
 47482C18   7   6   b   26       9          5              0      HO    11    24      4
 47483018   7   6   b   26       9          4              1      HO    12    24      4
 47483418   7   6   b   26       9          3              0      HO    13    24      4
 47483818   7   6   b   26       9          2              1      HO    14    24      4
 47483C18   7   6   b   26       9          1              0      HO    15    24      4
 4E240F98   6  21   b   29      13          6              1     HOX    15    24   -999
 47480419   7  13   b   27       1          5              1      HO     1    25      4
 47480819   7   7   b   26      11          4              2      HO     2    25      4
 47480C19   7  13   b   27       1          5              0      HO     3    25      4
 47481019   7  13   b   27       1          5              2      HO     4    25      4
 4E240A19   7   7   t   26      10          8              2     HOX     4    25   -999
 47481419   7   7   b   26      11          3              2      HO     5    25      4
 47481819   7   7   b   26      11          2              0      HO     6    25      4
 47481C19   7   7   b   26      11          1              2      HO     7    25      4
 47482019   7   6   b   26       9          8              0      HO     8    25      4
 47482419   7   6   b   26       9          7              2      HO     9    25      4
 47482819   7   6   b   26       9          6              0      HO    10    25      4
 47482C19   7   6   b   26       9          5              2      HO    11    25      4
 47483019   7   6   b   26       9          4              0      HO    12    25      4
 47483419   7   6   b   26       9          3              2      HO    13    25      4
 47483819   7   6   b   26       9          2              0      HO    14    25      4
 47483C19   7   6   b   26       9          1              2      HO    15    25      4
 4E240F99   6  21   b   29      13          6              0     HOX    15    25   -999
 4748041A   7  13   b   27       1          4              0      HO     1    26      4
 4748081A   7   7   t   26      10          8              1      HO     2    26      4
 47480C1A   7  13   b   27       1          4              1      HO     3    26      4
 4748101A   7  13   b   27       1          4              2      HO     4    26      4
 4748141A   7   7   t   26      10          3              1      HO     5    26      4
 4748181A   7   7   t   26      10          2              2      HO     6    26      4
 47481C1A   7   7   t   26      10          1              1      HO     7    26      4
 4748201A   7   6   t   26       8          8              2      HO     8    26      4
 4748241A   7   6   t   26       8          7              1      HO     9    26      4
 4748281A   7   6   t   26       8          6              2      HO    10    26      4
 47482C1A   7   6   t   26       8          5              1      HO    11    26      4
 4748301A   7   6   t   26       8          4              2      HO    12    26      4
 4748341A   7   6   t   26       8          3              1      HO    13    26      4
 4748381A   7   6   t   26       8          2              2      HO    14    26      4
 47483C1A   7   6   t   26       8          1              1      HO    15    26      4
 4E240F9A   6  21   b   29      13          7              2     HOX    15    26   -999
 4748041B   7  13   t   27       0          8              1      HO     1    27      4
 4748081B   7   7   t   26      10          6              2      HO     2    27      4
 47480C1B   7  13   t   27       0          8              0      HO     3    27      4
 4748101B   7  13   t   27       0          8              2      HO     4    27      4
 4E240A1B   7   7   t   26      10          5              2     HOX     4    27   -999
 4748141B   7   7   t   26      10          3              0      HO     5    27      4
 4748181B   7   7   t   26      10          2              1      HO     6    27      4
 47481C1B   7   7   t   26      10          1              0      HO     7    27      4
 4748201B   7   6   t   26       8          8              1      HO     8    27      4
 4748241B   7   6   t   26       8          7              0      HO     9    27      4
 4748281B   7   6   t   26       8          6              1      HO    10    27      4
 47482C1B   7   6   t   26       8          5              0      HO    11    27      4
 4748301B   7   6   t   26       8          4              1      HO    12    27      4
 4748341B   7   6   t   26       8          3              0      HO    13    27      4
 4748381B   7   6   t   26       8          2              1      HO    14    27      4
 47483C1B   7   6   t   26       8          1              0      HO    15    27      4
 4E240F9B   6  21   b   29      13          7              1     HOX    15    27   -999
 4748041C   7  13   t   27       0          7              0      HO     1    28      4
 4748081C   7   7   t   26      10          5              1      HO     2    28      4
 47480C1C   7  13   t   27       0          7              1      HO     3    28      4
 4748101C   7  13   t   27       0          7              2      HO     4    28      4
 4748141D   7   7   t   26      10          3              2      HO     5    29      4
 4748181D   7   7   t   26      10          2              0      HO     6    29      4
 47481C1D   7   7   t   26      10          1              2      HO     7    29      4
 4748201D   7   6   t   26       8          8              0      HO     8    29      4
 4748241D   7   6   t   26       8          7              2      HO     9    29      4
 4748281D   7   6   t   26       8          6              0      HO    10    29      4
 47482C1C   7   6   t   26       8          5              2      HO    11    28      4
 4748301C   7   6   t   26       8          4              0      HO    12    28      4
 4748341C   7   6   t   26       8          3              2      HO    13    28      4
 4748381C   7   6   t   26       8          2              0      HO    14    28      4
 47483C1C   7   6   t   26       8          1              2      HO    15    28      4
 4E240F9C   6  21   b   29      13          7              0     HOX    15    28   -999
 4748041D   7  16   b   27       7          7              0      HO     1    29      4
 4748081D   7  16   b   27       7          5              2      HO     2    29      4
 47480C1D   7  16   b   27       7          5              0      HO     3    29      4
 4748101D   7  17   t   27       8          6              0      HO     4    29      4
 4748141C   7  17   b   27       9          3              2      HO     5    28      4
 4748181C   7  17   b   27       9          2              0      HO     6    28      4
 47481C1C   7  17   b   27       9          1              2      HO     7    28      4
 4748201C   7  18   b   27      11          8              0      HO     8    28      4
 4748241C   7  18   b   27      11          7              2      HO     9    28      4
 4748281C   7  18   b   27      11          6              0      HO    10    28      4
 47482C1D   7  18   b   27      11          5              2      HO    11    29      4
 4748301D   7  18   b   27      11          4              0      HO    12    29      4
 4748341D   7  18   b   27      11          3              2      HO    13    29      4
 4748381D   7  18   b   27      11          2              0      HO    14    29      4
 47483C1D   7  18   b   27      11          1              2      HO    15    29      4
 4E240F9D   6  21   b   29      13          5              0     HOX    15    29   -999
 4748041E   7  16   b   27       7          6              0      HO     1    30      4
 4748081E   7  16   b   27       7          6              1      HO     2    30      4
 47480C1E   7  16   b   27       7          5              1      HO     3    30      4
 4748101E   7  17   t   27       8          6              2      HO     4    30      4
 4E240A1E   7  17   t   27       8          6              1     HOX     4    30   -999
 4748141E   7  17   b   27       9          3              0      HO     5    30      4
 4748181E   7  17   b   27       9          2              1      HO     6    30      4
 47481C1E   7  17   b   27       9          1              0      HO     7    30      4
 4748201E   7  18   b   27      11          8              1      HO     8    30      4
 4748241E   7  18   b   27      11          7              0      HO     9    30      4
 4748281E   7  18   b   27      11          6              1      HO    10    30      4
 47482C1E   7  18   b   27      11          5              0      HO    11    30      4
 4748301E   7  18   b   27      11          4              1      HO    12    30      4
 4748341E   7  18   b   27      11          3              0      HO    13    30      4
 4748381E   7  18   b   27      11          2              1      HO    14    30      4
 47483C1E   7  18   b   27      11          1              0      HO    15    30      4
