## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4740301C   7  14   t   27       2          4              0      HO   -12    28      4
 4740341C   7  14   t   27       2          3              2      HO   -13    28      4
 4740381C   7  14   t   27       2          2              0      HO   -14    28      4
 47403C1C   7  14   t   27       2          1              2      HO   -15    28      4
 4E24079C   7   7   b   26      11          8              0     HOX   -15    28   -999
 4740041D   7  17   b   27       9          6              0      HO    -1    29      4
 4740081D   7  16   b   27       7          7              1      HO    -2    29      4
 47400C1D   7  17   b   27       9          6              1      HO    -3    29      4
 4740101D   7  17   b   27       9          6              2      HO    -4    29      4
 4740141D   7  16   b   27       7          3              2      HO    -5    29      4
 4740181D   7  16   b   27       7          2              0      HO    -6    29      4
 47401C1D   7  16   b   27       7          1              2      HO    -7    29      4
 4740201D   7  15   b   27       5          8              0      HO    -8    29      4
 4740241D   7  15   b   27       5          7              2      HO    -9    29      4
 4740281D   7  15   b   27       5          6              0      HO   -10    29      4
 47402C1D   7  15   b   27       5          5              2      HO   -11    29      4
 4740301D   7  15   b   27       5          4              0      HO   -12    29      4
 4740341D   7  15   b   27       5          3              2      HO   -13    29      4
 4740381D   7  15   b   27       5          2              0      HO   -14    29      4
 47403C1D   7  15   b   27       5          1              2      HO   -15    29      4
 4E24079D   7  17   b   27       9          8              0     HOX   -15    29   -999
 4740041E   7  17   b   27       9          7              1      HO    -1    30      4
 4740081E   7  16   b   27       7          6              2      HO    -2    30      4
 47400C1E   7  17   b   27       9          7              0      HO    -3    30      4
 4740101E   7  17   b   27       9          7              2      HO    -4    30      4
 4E24021E   7  16   b   27       7          7              2     HOX    -4    30   -999
 4740141E   7  16   b   27       7          3              0      HO    -5    30      4
 4740181E   7  16   b   27       7          2              1      HO    -6    30      4
 47401C1E   7  16   b   27       7          1              0      HO    -7    30      4
 4740201E   7  15   b   27       5          8              1      HO    -8    30      4
 4740241E   7  15   b   27       5          7              0      HO    -9    30      4
 4740281E   7  15   b   27       5          6              1      HO   -10    30      4
 47402C1E   7  15   b   27       5          5              0      HO   -11    30      4
 4740301E   7  15   b   27       5          4              1      HO   -12    30      4
 4740341E   7  15   b   27       5          3              0      HO   -13    30      4
 4740381E   7  15   b   27       5          2              1      HO   -14    30      4
 47403C1E   7  15   b   27       5          1              0      HO   -15    30      4
 4E24079E   7  17   b   27       9          8              1     HOX   -15    30   -999
 4740041F   7  17   b   27       9          4              0      HO    -1    31      4
 4740081F   7  16   b   27       7          4              1      HO    -2    31      4
 47400C1F   7  17   b   27       9          4              1      HO    -3    31      4
 4740101F   7  17   b   27       9          4              2      HO    -4    31      4
 4740141F   7  16   b   27       7          3              1      HO    -5    31      4
 4740181F   7  16   b   27       7          2              2      HO    -6    31      4
 47401C1F   7  16   b   27       7          1              1      HO    -7    31      4
 4740201F   7  15   b   27       5          8              2      HO    -8    31      4
 4740241F   7  15   b   27       5          7              1      HO    -9    31      4
 4740281F   7  15   b   27       5          6              2      HO   -10    31      4
 47402C1F   7  15   b   27       5          5              1      HO   -11    31      4
 4740301F   7  15   b   27       5          4              2      HO   -12    31      4
 4740341F   7  15   b   27       5          3              1      HO   -13    31      4
 4740381F   7  15   b   27       5          2              2      HO   -14    31      4
 47403C1F   7  15   b   27       5          1              1      HO   -15    31      4
 4E24079F   7  17   b   27       9          8              2     HOX   -15    31   -999
 47400420   7  17   b   27       9          5              1      HO    -1    32      4
