## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43181C04  24   7   u    0       0         16              1      HB     7     4      1
 43180C04  24   7   u    0       0         16              2      HB     3     4      1
 43181404  24   7   u    0       0         17              0      HB     5     4      1
 43180404  24   7   u    0       0         17              1      HB     1     4      1
 43182404  24   7   u    0       0         17              2      HB     9     4      1
 43182803  24   7   u    0       0         18              0      HB    10     3      1
 43181803  24   7   u    0       0         18              1      HB     6     3      1
 43180803  24   7   u    0       0         18              2      HB     2     3      1
 43182003  24   7   u    0       0         19              0      HB     8     3      1
 43181003  24   7   u    0       0         19              1      HB     4     3      1
 43183003  24   7   u    0       0         19              2      HB    12     3      1
 43182804  24   7   u    0       0         20              0      HB    10     4      1
 43181804  24   7   u    0       0         20              1      HB     6     4      1
 43180804  24   7   u    0       0         20              2      HB     2     4      1
 43182004  24   7   u    0       0         21              0      HB     8     4      1
 43181004  24   7   u    0       0         21              1      HB     4     4      1
 43183004  24   7   u    0       0         21              2      HB    12     4      1
 43182C05  24   7   u    0       0          2              0      HB    11     5      1
 43181C05  24   7   u    0       0          2              1      HB     7     5      1
 43180C05  24   7   u    0       0          2              2      HB     3     5      1
 43181405  24   7   u    0       0          3              0      HB     5     5      1
 43180405  24   7   u    0       0          3              1      HB     1     5      1
 43182405  24   7   u    0       0          3              2      HB     9     5      1
 43182C06  24   7   u    0       0          4              0      HB    11     6      1
 43181C06  24   7   u    0       0          4              1      HB     7     6      1
 43180C06  24   7   u    0       0          4              2      HB     3     6      1
 43181406  24   7   u    0       0          5              0      HB     5     6      1
 43180406  24   7   u    0       0          5              1      HB     1     6      1
 43182406  24   7   u    0       0          5              2      HB     9     6      1
 43182805  24   7   u    0       0          6              0      HB    10     5      1
 43181805  24   7   u    0       0          6              1      HB     6     5      1
 43180805  24   7   u    0       0          6              2      HB     2     5      1
