## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 45105801  30   6   u    0       0          7              2      HE   -22     1      1
 45204C01  30   6   u    0       0          8              0      HE   -19     1      2
 45105001  30   6   u    0       0          8              1      HE   -20     1      1
 45205401  30   6   u    0       0          8              2      HE   -21     1      2
 45104C01  30   6   u    0       0          9              0      HE   -19     1      1
 45205001  30   6   u    0       0          9              1      HE   -20     1      2
 45105401  30   6   u    0       0          9              2      HE   -21     1      1
 43182C43  30   7   u    0       0         14              0      HB    11    67      1
 43181C43  30   7   u    0       0         14              1      HB     7    67      1
 43180C43  30   7   u    0       0         14              2      HB     3    67      1
 43181443  30   7   u    0       0         15              0      HB     5    67      1
 43180443  30   7   u    0       0         15              1      HB     1    67      1
 43182443  30   7   u    0       0         15              2      HB     9    67      1
 43182C44  30   7   u    0       0         16              0      HB    11    68      1
 43181C44  30   7   u    0       0         16              1      HB     7    68      1
 43180C44  30   7   u    0       0         16              2      HB     3    68      1
 43181444  30   7   u    0       0         17              0      HB     5    68      1
 43180444  30   7   u    0       0         17              1      HB     1    68      1
 43182444  30   7   u    0       0         17              2      HB     9    68      1
 43182843  30   7   u    0       0         18              0      HB    10    67      1
 43181843  30   7   u    0       0         18              1      HB     6    67      1
 43180843  30   7   u    0       0         18              2      HB     2    67      1
 43182043  30   7   u    0       0         19              0      HB     8    67      1
 43181043  30   7   u    0       0         19              1      HB     4    67      1
 43183043  30   7   u    0       0         19              2      HB    12    67      1
 43182844  30   7   u    0       0         20              0      HB    10    68      1
 43181844  30   7   u    0       0         20              1      HB     6    68      1
 43180844  30   7   u    0       0         20              2      HB     2    68      1
 43182044  30   7   u    0       0         21              0      HB     8    68      1
 43181044  30   7   u    0       0         21              1      HB     4    68      1
 43183044  30   7   u    0       0         21              2      HB    12    68      1
 43182C45  30   7   u    0       0          2              0      HB    11    69      1
 43181C45  30   7   u    0       0          2              1      HB     7    69      1
 43180C45  30   7   u    0       0          2              2      HB     3    69      1
 43181445  30   7   u    0       0          3              0      HB     5    69      1
 43180445  30   7   u    0       0          3              1      HB     1    69      1
 43182445  30   7   u    0       0          3              2      HB     9    69      1
 43182C46  30   7   u    0       0          4              0      HB    11    70      1
 43181C46  30   7   u    0       0          4              1      HB     7    70      1
 43180C46  30   7   u    0       0          4              2      HB     3    70      1
 43181446  30   7   u    0       0          5              0      HB     5    70      1
 43180446  30   7   u    0       0          5              1      HB     1    70      1
 43182446  30   7   u    0       0          5              2      HB     9    70      1
 43182845  30   7   u    0       0          6              0      HB    10    69      1
 43181845  30   7   u    0       0          6              1      HB     6    69      1
 43180845  30   7   u    0       0          6              2      HB     2    69      1
 43182045  30   7   u    0       0          7              0      HB     8    69      1
 43181045  30   7   u    0       0          7              1      HB     4    69      1
 43183045  30   7   u    0       0          7              2      HB    12    69      1
 43182846  30   7   u    0       0          8              0      HB    10    70      1
 43181846  30   7   u    0       0          8              1      HB     6    70      1
 43180846  30   7   u    0       0          8              2      HB     2    70      1
 43182046  30   7   u    0       0          9              0      HB     8    70      1
 43181046  30   7   u    0       0          9              1      HB     4    70      1
 43183046  30   7   u    0       0          9              2      HB    12    70      1
 43284043  30   8   u    0       0         14              0      HB    16    67      2
 43283C43  30   8   u    0       0         14              1      HB    15    67      2
 43183843  30   8   u    0       0         14              2      HB    14    67      1
 43183C43  30   8   u    0       0         15              0      HB    15    67      1
 43183443  30   8   u    0       0         15              1      HB    13    67      1
 43184043  30   8   u    0       0         15              2      HB    16    67      1
 43284044  30   8   u    0       0         16              0      HB    16    68      2
 43283C44  30   8   u    0       0         16              1      HB    15    68      2
 43183844  30   8   u    0       0         16              2      HB    14    68      1
 43183C44  30   8   u    0       0         17              0      HB    15    68      1
 43183444  30   8   u    0       0         17              1      HB    13    68      1
 43184044  30   8   u    0       0         17              2      HB    16    68      1
 45184443  30   8   u    0       0         18              0      HE    17    67      1
 45384043  30   8   u    0       0         18              1      HE    16    67      3
 45186843  30   8   u    0       0         18              2      HE    26    67      1
 45184843  30   8   u    0       0         19              0      HE    18    67      1
 45284843  30   8   u    0       0         19              1      HE    18    67      2
 45286843  30   8   u    0       0         19              2      HE    26    67      2
 45184444  30   8   u    0       0         20              0      HE    17    68      1
 45384044  30   8   u    0       0         20              1      HE    16    68      3
 45186443  30   8   u    0       0         20              2      HE    25    67      1
 45184844  30   8   u    0       0         21              0      HE    18    68      1
 45284844  30   8   u    0       0         21              1      HE    18    68      2
 45286443  30   8   u    0       0         21              2      HE    25    67      2
 43284045  30   8   u    0       0          2              0      HB    16    69      2
 43283C45  30   8   u    0       0          2              1      HB    15    69      2
 43183845  30   8   u    0       0          2              2      HB    14    69      1
 43183C45  30   8   u    0       0          3              0      HB    15    69      1
 43183445  30   8   u    0       0          3              1      HB    13    69      1
 43184045  30   8   u    0       0          3              2      HB    16    69      1
 43284046  30   8   u    0       0          4              0      HB    16    70      2
 43283C46  30   8   u    0       0          4              1      HB    15    70      2
 43183846  30   8   u    0       0          4              2      HB    14    70      1
 43183C46  30   8   u    0       0          5              0      HB    15    70      1
 43183446  30   8   u    0       0          5              1      HB    13    70      1
 43184046  30   8   u    0       0          5              2      HB    16    70      1
 45184445  30   8   u    0       0          6              0      HE    17    69      1
 45384045  30   8   u    0       0          6              1      HE    16    69      3
 45186445  30   8   u    0       0          6              2      HE    25    69      1
 45184845  30   8   u    0       0          7              0      HE    18    69      1
 45284845  30   8   u    0       0          7              1      HE    18    69      2
 45286445  30   8   u    0       0          7              2      HE    25    69      2
 45184446  30   8   u    0       0          8              0      HE    17    70      1
 45384046  30   8   u    0       0          8              1      HE    16    70      3
 45186845  30   8   u    0       0          8              2      HE    26    69      1
 45184846  30   8   u    0       0          9              0      HE    18    70      1
 45284846  30   8   u    0       0          9              1      HE    18    70      2
 45286845  30   8   u    0       0          9              2      HE    26    69      2
 45187043  30   9   u    0       0         14              0      HE    28    67      1
 45287043  30   9   u    0       0         14              1      HE    28    67      2
 45187443  30   9   u    0       0         14              2      HE    29    67      1
 45387043  30   9   u    0       0         15              0      HE    28    67      3
 45286043  30   9   u    0       0         15              1      HE    24    67      2
 45186043  30   9   u    0       0         15              2      HE    24    67      1
 45186C43  30   9   u    0       0         16              0      HE    27    67      1
 45286C43  30   9   u    0       0         16              1      HE    27    67      2
 45287443  30   9   u    0       0         16              2      HE    29    67      2
 45386C43  30   9   u    0       0         17              0      HE    27    67      3
 45285C43  30   9   u    0       0         17              1      HE    23    67      2
 45185C43  30   9   u    0       0         17              2      HE    23    67      1
 45284C43  30   9   u    0       0         18              0      HE    19    67      2
 45185043  30   9   u    0       0         18              1      HE    20    67      1
 45285843  30   9   u    0       0         18              2      HE    22    67      2
 45184C43  30   9   u    0       0         19              0      HE    19    67      1
 45285043  30   9   u    0       0         19              1      HE    20    67      2
 45185843  30   9   u    0       0         19              2      HE    22    67      1
 45284C44  30   9   u    0       0         20              0      HE    19    68      2
 45185044  30   9   u    0       0         20              1      HE    20    68      1
 45285443  30   9   u    0       0         20              2      HE    21    67      2
 45184C44  30   9   u    0       0         21              0      HE    19    68      1
 45285044  30   9   u    0       0         21              1      HE    20    68      2
 45185443  30   9   u    0       0         21              2      HE    21    67      1
 45186C45  30   9   u    0       0          2              0      HE    27    69      1
 45286C45  30   9   u    0       0          2              1      HE    27    69      2
 45287445  30   9   u    0       0          2              2      HE    29    69      2
 45386C45  30   9   u    0       0          3              0      HE    27    69      3
 45285C45  30   9   u    0       0          3              1      HE    23    69      2
 45185C45  30   9   u    0       0          3              2      HE    23    69      1
 45187045  30   9   u    0       0          4              0      HE    28    69      1
 45287045  30   9   u    0       0          4              1      HE    28    69      2
 45187445  30   9   u    0       0          4              2      HE    29    69      1
 45387045  30   9   u    0       0          5              0      HE    28    69      3
 45286045  30   9   u    0       0          5              1      HE    24    69      2
 45186045  30   9   u    0       0          5              2      HE    24    69      1
 45284C45  30   9   u    0       0          6              0      HE    19    69      2
 45185045  30   9   u    0       0          6              1      HE    20    69      1
 45285445  30   9   u    0       0          6              2      HE    21    69      2
 45184C45  30   9   u    0       0          7              0      HE    19    69      1
 45285045  30   9   u    0       0          7              1      HE    20    69      2
 45185445  30   9   u    0       0          7              2      HE    21    69      1
 45284C46  30   9   u    0       0          8              0      HE    19    70      2
 45185046  30   9   u    0       0          8              1      HE    20    70      1
 45285845  30   9   u    0       0          8              2      HE    22    69      2
 45184C46  30   9   u    0       0          9              0      HE    19    70      1
 45285046  30   9   u    0       0          9              1      HE    20    70      2
 45185845  30   9   u    0       0          9              2      HE    22    69      1
 43182C47  30  10   u    0       0         14              0      HB    11    71      1
 43181C47  30  10   u    0       0         14              1      HB     7    71      1
 43180C47  30  10   u    0       0         14              2      HB     3    71      1
 43181447  30  10   u    0       0         15              0      HB     5    71      1
 43180447  30  10   u    0       0         15              1      HB     1    71      1
 43182447  30  10   u    0       0         15              2      HB     9    71      1
 43182C48  30  10   u    0       0         16              0      HB    11    72      1
 43181C48  30  10   u    0       0         16              1      HB     7    72      1
 43180C48  30  10   u    0       0         16              2      HB     3    72      1
 43181448  30  10   u    0       0         17              0      HB     5    72      1
 43180448  30  10   u    0       0         17              1      HB     1    72      1
 43182448  30  10   u    0       0         17              2      HB     9    72      1
 43182847  30  10   u    0       0         18              0      HB    10    71      1
 43181847  30  10   u    0       0         18              1      HB     6    71      1
 43180847  30  10   u    0       0         18              2      HB     2    71      1
 43182047  30  10   u    0       0         19              0      HB     8    71      1
 43181047  30  10   u    0       0         19              1      HB     4    71      1
 43183047  30  10   u    0       0         19              2      HB    12    71      1
 43182848  30  10   u    0       0         20              0      HB    10    72      1
 43181848  30  10   u    0       0         20              1      HB     6    72      1
 43180848  30  10   u    0       0         20              2      HB     2    72      1
 43182048  30  10   u    0       0         21              0      HB     8    72      1
 43181048  30  10   u    0       0         21              1      HB     4    72      1
 43183048  30  10   u    0       0         21              2      HB    12    72      1
 43182C01  30  10   u    0       0          2              0      HB    11     1      1
 43181C01  30  10   u    0       0          2              1      HB     7     1      1
 43180C01  30  10   u    0       0          2              2      HB     3     1      1
 43181401  30  10   u    0       0          3              0      HB     5     1      1
 43180401  30  10   u    0       0          3              1      HB     1     1      1
 43182401  30  10   u    0       0          3              2      HB     9     1      1
 43182C02  30  10   u    0       0          4              0      HB    11     2      1
 43181C02  30  10   u    0       0          4              1      HB     7     2      1
 43180C02  30  10   u    0       0          4              2      HB     3     2      1
 43181402  30  10   u    0       0          5              0      HB     5     2      1
 43180402  30  10   u    0       0          5              1      HB     1     2      1
 43182402  30  10   u    0       0          5              2      HB     9     2      1
 43182801  30  10   u    0       0          6              0      HB    10     1      1
 43181801  30  10   u    0       0          6              1      HB     6     1      1
 43180801  30  10   u    0       0          6              2      HB     2     1      1
 43182001  30  10   u    0       0          7              0      HB     8     1      1
 43181001  30  10   u    0       0          7              1      HB     4     1      1
 43183001  30  10   u    0       0          7              2      HB    12     1      1
 43182802  30  10   u    0       0          8              0      HB    10     2      1
 43181802  30  10   u    0       0          8              1      HB     6     2      1
 43180802  30  10   u    0       0          8              2      HB     2     2      1
 43182002  30  10   u    0       0          9              0      HB     8     2      1
 43181002  30  10   u    0       0          9              1      HB     4     2      1
 43183002  30  10   u    0       0          9              2      HB    12     2      1
 43284047  30  11   u    0       0         14              0      HB    16    71      2
 43283C47  30  11   u    0       0         14              1      HB    15    71      2
 43183847  30  11   u    0       0         14              2      HB    14    71      1
 43183C47  30  11   u    0       0         15              0      HB    15    71      1
 43183447  30  11   u    0       0         15              1      HB    13    71      1
 43184047  30  11   u    0       0         15              2      HB    16    71      1
 43284048  30  11   u    0       0         16              0      HB    16    72      2
 43283C48  30  11   u    0       0         16              1      HB    15    72      2
 43183848  30  11   u    0       0         16              2      HB    14    72      1
 43183C48  30  11   u    0       0         17              0      HB    15    72      1
 43183448  30  11   u    0       0         17              1      HB    13    72      1
 43184048  30  11   u    0       0         17              2      HB    16    72      1
 45184447  30  11   u    0       0         18              0      HE    17    71      1
 45384047  30  11   u    0       0         18              1      HE    16    71      3
 45186847  30  11   u    0       0         18              2      HE    26    71      1
 45184847  30  11   u    0       0         19              0      HE    18    71      1
 45284847  30  11   u    0       0         19              1      HE    18    71      2
 45286847  30  11   u    0       0         19              2      HE    26    71      2
 45184448  30  11   u    0       0         20              0      HE    17    72      1
 45384048  30  11   u    0       0         20              1      HE    16    72      3
 45186447  30  11   u    0       0         20              2      HE    25    71      1
 45184848  30  11   u    0       0         21              0      HE    18    72      1
 45284848  30  11   u    0       0         21              1      HE    18    72      2
 45286447  30  11   u    0       0         21              2      HE    25    71      2
 43284001  30  11   u    0       0          2              0      HB    16     1      2
 43283C01  30  11   u    0       0          2              1      HB    15     1      2
 43183801  30  11   u    0       0          2              2      HB    14     1      1
 43183C01  30  11   u    0       0          3              0      HB    15     1      1
 43183401  30  11   u    0       0          3              1      HB    13     1      1
 43184001  30  11   u    0       0          3              2      HB    16     1      1
 43284002  30  11   u    0       0          4              0      HB    16     2      2
 43283C02  30  11   u    0       0          4              1      HB    15     2      2
 43183802  30  11   u    0       0          4              2      HB    14     2      1
 43183C02  30  11   u    0       0          5              0      HB    15     2      1
 43183402  30  11   u    0       0          5              1      HB    13     2      1
 43184002  30  11   u    0       0          5              2      HB    16     2      1
 45184401  30  11   u    0       0          6              0      HE    17     1      1
 45384001  30  11   u    0       0          6              1      HE    16     1      3
 45186401  30  11   u    0       0          6              2      HE    25     1      1
 45184801  30  11   u    0       0          7              0      HE    18     1      1
 45284801  30  11   u    0       0          7              1      HE    18     1      2
 45286401  30  11   u    0       0          7              2      HE    25     1      2
 45184402  30  11   u    0       0          8              0      HE    17     2      1
 45384002  30  11   u    0       0          8              1      HE    16     2      3
 45186801  30  11   u    0       0          8              2      HE    26     1      1
 45184802  30  11   u    0       0          9              0      HE    18     2      1
 45284802  30  11   u    0       0          9              1      HE    18     2      2
 45286801  30  11   u    0       0          9              2      HE    26     1      2
 45187047  30  12   u    0       0         14              0      HE    28    71      1
 45287047  30  12   u    0       0         14              1      HE    28    71      2
 45187447  30  12   u    0       0         14              2      HE    29    71      1
 45387047  30  12   u    0       0         15              0      HE    28    71      3
 45286047  30  12   u    0       0         15              1      HE    24    71      2
 45186047  30  12   u    0       0         15              2      HE    24    71      1
 45186C47  30  12   u    0       0         16              0      HE    27    71      1
 45286C47  30  12   u    0       0         16              1      HE    27    71      2
 45287447  30  12   u    0       0         16              2      HE    29    71      2
 45386C47  30  12   u    0       0         17              0      HE    27    71      3
 45285C47  30  12   u    0       0         17              1      HE    23    71      2
 45185C47  30  12   u    0       0         17              2      HE    23    71      1
 45284C47  30  12   u    0       0         18              0      HE    19    71      2
 45185047  30  12   u    0       0         18              1      HE    20    71      1
 45285847  30  12   u    0       0         18              2      HE    22    71      2
 45184C47  30  12   u    0       0         19              0      HE    19    71      1
 45285047  30  12   u    0       0         19              1      HE    20    71      2
 45185847  30  12   u    0       0         19              2      HE    22    71      1
 45284C48  30  12   u    0       0         20              0      HE    19    72      2
 45185048  30  12   u    0       0         20              1      HE    20    72      1
 45285447  30  12   u    0       0         20              2      HE    21    71      2
 45184C48  30  12   u    0       0         21              0      HE    19    72      1
 45285048  30  12   u    0       0         21              1      HE    20    72      2
 45185447  30  12   u    0       0         21              2      HE    21    71      1
 45186C01  30  12   u    0       0          2              0      HE    27     1      1
 45286C01  30  12   u    0       0          2              1      HE    27     1      2
 45287401  30  12   u    0       0          2              2      HE    29     1      2
 45386C01  30  12   u    0       0          3              0      HE    27     1      3
 45285C01  30  12   u    0       0          3              1      HE    23     1      2
 45185C01  30  12   u    0       0          3              2      HE    23     1      1
 45187001  30  12   u    0       0          4              0      HE    28     1      1
 45287001  30  12   u    0       0          4              1      HE    28     1      2
 45187401  30  12   u    0       0          4              2      HE    29     1      1
 45387001  30  12   u    0       0          5              0      HE    28     1      3
 45286001  30  12   u    0       0          5              1      HE    24     1      2
 45186001  30  12   u    0       0          5              2      HE    24     1      1
 45284C01  30  12   u    0       0          6              0      HE    19     1      2
 45185001  30  12   u    0       0          6              1      HE    20     1      1
 45285401  30  12   u    0       0          6              2      HE    21     1      2
 45184C01  30  12   u    0       0          7              0      HE    19     1      1
 45285001  30  12   u    0       0          7              1      HE    20     1      2
 45185401  30  12   u    0       0          7              2      HE    21     1      1
 45284C02  30  12   u    0       0          8              0      HE    19     2      2
 45185002  30  12   u    0       0          8              1      HE    20     2      1
 45285801  30  12   u    0       0          8              2      HE    22     1      2
 45184C02  30  12   u    0       0          9              0      HE    19     2      1
 45285002  30  12   u    0       0          9              1      HE    20     2      2
 45185801  30  12   u    0       0          9              2      HE    22     1      1
 43102C24  31   1   u    0       0         14              0      HB   -11    36      1
 43101C24  31   1   u    0       0         14              1      HB    -7    36      1
 43100C24  31   1   u    0       0         14              2      HB    -3    36      1
 43101424  31   1   u    0       0         15              0      HB    -5    36      1
 43100424  31   1   u    0       0         15              1      HB    -1    36      1
 43102424  31   1   u    0       0         15              2      HB    -9    36      1
 43102C23  31   1   u    0       0         16              0      HB   -11    35      1
 43101C23  31   1   u    0       0         16              1      HB    -7    35      1
 43100C23  31   1   u    0       0         16              2      HB    -3    35      1
 43101423  31   1   u    0       0         17              0      HB    -5    35      1
 43100423  31   1   u    0       0         17              1      HB    -1    35      1
 43102423  31   1   u    0       0         17              2      HB    -9    35      1
 43102824  31   1   u    0       0         18              0      HB   -10    36      1
 43101824  31   1   u    0       0         18              1      HB    -6    36      1
 43100824  31   1   u    0       0         18              2      HB    -2    36      1
 43102024  31   1   u    0       0         19              0      HB    -8    36      1
 43101024  31   1   u    0       0         19              1      HB    -4    36      1
 43103024  31   1   u    0       0         19              2      HB   -12    36      1
 43102823  31   1   u    0       0         20              0      HB   -10    35      1
 43101823  31   1   u    0       0         20              1      HB    -6    35      1
 43100823  31   1   u    0       0         20              2      HB    -2    35      1
 43102023  31   1   u    0       0         21              0      HB    -8    35      1
 43101023  31   1   u    0       0         21              1      HB    -4    35      1
 43103023  31   1   u    0       0         21              2      HB   -12    35      1
 43102C26  31   1   u    0       0          2              0      HB   -11    38      1
 43101C26  31   1   u    0       0          2              1      HB    -7    38      1
 43100C26  31   1   u    0       0          2              2      HB    -3    38      1
 43101426  31   1   u    0       0          3              0      HB    -5    38      1
 43100426  31   1   u    0       0          3              1      HB    -1    38      1
 43102426  31   1   u    0       0          3              2      HB    -9    38      1
 43102C25  31   1   u    0       0          4              0      HB   -11    37      1
 43101C25  31   1   u    0       0          4              1      HB    -7    37      1
 43100C25  31   1   u    0       0          4              2      HB    -3    37      1
 43101425  31   1   u    0       0          5              0      HB    -5    37      1
 43100425  31   1   u    0       0          5              1      HB    -1    37      1
 43102425  31   1   u    0       0          5              2      HB    -9    37      1
 43102826  31   1   u    0       0          6              0      HB   -10    38      1
 43101826  31   1   u    0       0          6              1      HB    -6    38      1
 43100826  31   1   u    0       0          6              2      HB    -2    38      1
 43102026  31   1   u    0       0          7              0      HB    -8    38      1
 43101026  31   1   u    0       0          7              1      HB    -4    38      1
 43103026  31   1   u    0       0          7              2      HB   -12    38      1
 43102825  31   1   u    0       0          8              0      HB   -10    37      1
 43101825  31   1   u    0       0          8              1      HB    -6    37      1
 43100825  31   1   u    0       0          8              2      HB    -2    37      1
 43102025  31   1   u    0       0          9              0      HB    -8    37      1
 43101025  31   1   u    0       0          9              1      HB    -4    37      1
 43103025  31   1   u    0       0          9              2      HB   -12    37      1
 43204024  31   2   u    0       0         14              0      HB   -16    36      2
 43203C24  31   2   u    0       0         14              1      HB   -15    36      2
 43103824  31   2   u    0       0         14              2      HB   -14    36      1
 43103C24  31   2   u    0       0         15              0      HB   -15    36      1
 43103424  31   2   u    0       0         15              1      HB   -13    36      1
 43104024  31   2   u    0       0         15              2      HB   -16    36      1
 43204023  31   2   u    0       0         16              0      HB   -16    35      2
 43203C23  31   2   u    0       0         16              1      HB   -15    35      2
 43103823  31   2   u    0       0         16              2      HB   -14    35      1
 43103C23  31   2   u    0       0         17              0      HB   -15    35      1
 43103423  31   2   u    0       0         17              1      HB   -13    35      1
 43104023  31   2   u    0       0         17              2      HB   -16    35      1
 45104424  31   2   u    0       0         18              0      HE   -17    36      1
 45304024  31   2   u    0       0         18              1      HE   -16    36      3
 45106423  31   2   u    0       0         18              2      HE   -25    35      1
 45104824  31   2   u    0       0         19              0      HE   -18    36      1
 45204824  31   2   u    0       0         19              1      HE   -18    36      2
 45206423  31   2   u    0       0         19              2      HE   -25    35      2
 45104423  31   2   u    0       0         20              0      HE   -17    35      1
 45304023  31   2   u    0       0         20              1      HE   -16    35      3
 45106823  31   2   u    0       0         20              2      HE   -26    35      1
 45104823  31   2   u    0       0         21              0      HE   -18    35      1
 45204823  31   2   u    0       0         21              1      HE   -18    35      2
 45206823  31   2   u    0       0         21              2      HE   -26    35      2
 43204026  31   2   u    0       0          2              0      HB   -16    38      2
 43203C26  31   2   u    0       0          2              1      HB   -15    38      2
 43103826  31   2   u    0       0          2              2      HB   -14    38      1
 43103C26  31   2   u    0       0          3              0      HB   -15    38      1
 43103426  31   2   u    0       0          3              1      HB   -13    38      1
 43104026  31   2   u    0       0          3              2      HB   -16    38      1
 43204025  31   2   u    0       0          4              0      HB   -16    37      2
 43203C25  31   2   u    0       0          4              1      HB   -15    37      2
 43103825  31   2   u    0       0          4              2      HB   -14    37      1
 43103C25  31   2   u    0       0          5              0      HB   -15    37      1
 43103425  31   2   u    0       0          5              1      HB   -13    37      1
 43104025  31   2   u    0       0          5              2      HB   -16    37      1
 45104426  31   2   u    0       0          6              0      HE   -17    38      1
 45304026  31   2   u    0       0          6              1      HE   -16    38      3
 45106825  31   2   u    0       0          6              2      HE   -26    37      1
 45104826  31   2   u    0       0          7              0      HE   -18    38      1
 45204826  31   2   u    0       0          7              1      HE   -18    38      2
 45206825  31   2   u    0       0          7              2      HE   -26    37      2
 45104425  31   2   u    0       0          8              0      HE   -17    37      1
 45304025  31   2   u    0       0          8              1      HE   -16    37      3
 45106425  31   2   u    0       0          8              2      HE   -25    37      1
 45104825  31   2   u    0       0          9              0      HE   -18    37      1
 45204825  31   2   u    0       0          9              1      HE   -18    37      2
 45206425  31   2   u    0       0          9              2      HE   -25    37      2
 45106C23  31   3   u    0       0         14              0      HE   -27    35      1
 45206C23  31   3   u    0       0         14              1      HE   -27    35      2
 45207423  31   3   u    0       0         14              2      HE   -29    35      2
 45306C23  31   3   u    0       0         15              0      HE   -27    35      3
 45205C23  31   3   u    0       0         15              1      HE   -23    35      2
 45105C23  31   3   u    0       0         15              2      HE   -23    35      1
 45107023  31   3   u    0       0         16              0      HE   -28    35      1
 45207023  31   3   u    0       0         16              1      HE   -28    35      2
 45107423  31   3   u    0       0         16              2      HE   -29    35      1
 45307023  31   3   u    0       0         17              0      HE   -28    35      3
 45206023  31   3   u    0       0         17              1      HE   -24    35      2
 45106023  31   3   u    0       0         17              2      HE   -24    35      1
 45204C24  31   3   u    0       0         18              0      HE   -19    36      2
 45105024  31   3   u    0       0         18              1      HE   -20    36      1
 45205423  31   3   u    0       0         18              2      HE   -21    35      2
 45104C24  31   3   u    0       0         19              0      HE   -19    36      1
 45205024  31   3   u    0       0         19              1      HE   -20    36      2
 45105423  31   3   u    0       0         19              2      HE   -21    35      1
 45204C23  31   3   u    0       0         20              0      HE   -19    35      2
 45105023  31   3   u    0       0         20              1      HE   -20    35      1
 45205823  31   3   u    0       0         20              2      HE   -22    35      2
 45104C23  31   3   u    0       0         21              0      HE   -19    35      1
 45205023  31   3   u    0       0         21              1      HE   -20    35      2
 45105823  31   3   u    0       0         21              2      HE   -22    35      1
 45107025  31   3   u    0       0          2              0      HE   -28    37      1
 45207025  31   3   u    0       0          2              1      HE   -28    37      2
 45107425  31   3   u    0       0          2              2      HE   -29    37      1
 45307025  31   3   u    0       0          3              0      HE   -28    37      3
 45206025  31   3   u    0       0          3              1      HE   -24    37      2
 45106025  31   3   u    0       0          3              2      HE   -24    37      1
 45106C25  31   3   u    0       0          4              0      HE   -27    37      1
 45206C25  31   3   u    0       0          4              1      HE   -27    37      2
 45207425  31   3   u    0       0          4              2      HE   -29    37      2
 45306C25  31   3   u    0       0          5              0      HE   -27    37      3
 45205C25  31   3   u    0       0          5              1      HE   -23    37      2
 45105C25  31   3   u    0       0          5              2      HE   -23    37      1
 45204C26  31   3   u    0       0          6              0      HE   -19    38      2
 45105026  31   3   u    0       0          6              1      HE   -20    38      1
 45205825  31   3   u    0       0          6              2      HE   -22    37      2
 45104C26  31   3   u    0       0          7              0      HE   -19    38      1
 45205026  31   3   u    0       0          7              1      HE   -20    38      2
 45105825  31   3   u    0       0          7              2      HE   -22    37      1
 45204C25  31   3   u    0       0          8              0      HE   -19    37      2
 45105025  31   3   u    0       0          8              1      HE   -20    37      1
 45205425  31   3   u    0       0          8              2      HE   -21    37      2
 45104C25  31   3   u    0       0          9              0      HE   -19    37      1
 45205025  31   3   u    0       0          9              1      HE   -20    37      2
 45105425  31   3   u    0       0          9              2      HE   -21    37      1
 43102C28  31   4   u    0       0         14              0      HB   -11    40      1
 43101C28  31   4   u    0       0         14              1      HB    -7    40      1
 43100C28  31   4   u    0       0         14              2      HB    -3    40      1
 43101428  31   4   u    0       0         15              0      HB    -5    40      1
 43100428  31   4   u    0       0         15              1      HB    -1    40      1
 43102428  31   4   u    0       0         15              2      HB    -9    40      1
 43102C27  31   4   u    0       0         16              0      HB   -11    39      1
 43101C27  31   4   u    0       0         16              1      HB    -7    39      1
 43100C27  31   4   u    0       0         16              2      HB    -3    39      1
 43101427  31   4   u    0       0         17              0      HB    -5    39      1
 43100427  31   4   u    0       0         17              1      HB    -1    39      1
 43102427  31   4   u    0       0         17              2      HB    -9    39      1
 43102828  31   4   u    0       0         18              0      HB   -10    40      1
 43101828  31   4   u    0       0         18              1      HB    -6    40      1
 43100828  31   4   u    0       0         18              2      HB    -2    40      1
 43102028  31   4   u    0       0         19              0      HB    -8    40      1
 43101028  31   4   u    0       0         19              1      HB    -4    40      1
 43103028  31   4   u    0       0         19              2      HB   -12    40      1
 43102827  31   4   u    0       0         20              0      HB   -10    39      1
 43101827  31   4   u    0       0         20              1      HB    -6    39      1
 43100827  31   4   u    0       0         20              2      HB    -2    39      1
 43102027  31   4   u    0       0         21              0      HB    -8    39      1
 43101027  31   4   u    0       0         21              1      HB    -4    39      1
 43103027  31   4   u    0       0         21              2      HB   -12    39      1
 43102C2A  31   4   u    0       0          2              0      HB   -11    42      1
 43101C2A  31   4   u    0       0          2              1      HB    -7    42      1
 43100C2A  31   4   u    0       0          2              2      HB    -3    42      1
 4310142A  31   4   u    0       0          3              0      HB    -5    42      1
 4310042A  31   4   u    0       0          3              1      HB    -1    42      1
 4310242A  31   4   u    0       0          3              2      HB    -9    42      1
 43102C29  31   4   u    0       0          4              0      HB   -11    41      1
 43101C29  31   4   u    0       0          4              1      HB    -7    41      1
 43100C29  31   4   u    0       0          4              2      HB    -3    41      1
 43101429  31   4   u    0       0          5              0      HB    -5    41      1
 43100429  31   4   u    0       0          5              1      HB    -1    41      1
 43102429  31   4   u    0       0          5              2      HB    -9    41      1
 4310282A  31   4   u    0       0          6              0      HB   -10    42      1
 4310182A  31   4   u    0       0          6              1      HB    -6    42      1
 4310082A  31   4   u    0       0          6              2      HB    -2    42      1
 4310202A  31   4   u    0       0          7              0      HB    -8    42      1
 4310102A  31   4   u    0       0          7              1      HB    -4    42      1
 4310302A  31   4   u    0       0          7              2      HB   -12    42      1
 43102829  31   4   u    0       0          8              0      HB   -10    41      1
 43101829  31   4   u    0       0          8              1      HB    -6    41      1
 43100829  31   4   u    0       0          8              2      HB    -2    41      1
 43102029  31   4   u    0       0          9              0      HB    -8    41      1
