#file created 17.Jun.2016
#Writing HCAL Front End Map... IOV C
#      eta      phi    depth   subdet      rbx       rm
        -4       45        1       HB    HBM12        2
       -12       45        1       HB    HBM12        2
       -16       44        2       HB    HBM12        3
       -15       44        2       HB    HBM12        3
       -14       44        1       HB    HBM12        3
       -15       44        1       HB    HBM12        3
       -13       44        1       HB    HBM12        3
       -16       44        1       HB    HBM12        3
       -16       43        2       HB    HBM12        4
       -15       43        2       HB    HBM12        4
       -14       43        1       HB    HBM12        4
       -15       43        1       HB    HBM12        4
       -13       43        1       HB    HBM12        4
       -16       43        1       HB    HBM12        4
       -17       44        1       HE    HEM12        3
       -16       44        3       HE    HEM12        3
       -25       43        1       HE    HEM12        3
       -18       44        1       HE    HEM12        3
       -18       44        2       HE    HEM12        3
       -25       43        2       HE    HEM12        3
       -17       43        1       HE    HEM12        4
       -16       43        3       HE    HEM12        4
       -26       43        1       HE    HEM12        4
       -18       43        1       HE    HEM12        4
       -18       43        2       HE    HEM12        4
       -26       43        2       HE    HEM12        4
       -16       46        2       HB    HBM12        1
       -15       46        2       HB    HBM12        1
       -14       46        1       HB    HBM12        1
       -15       46        1       HB    HBM12        1
       -13       46        1       HB    HBM12        1
       -16       46        1       HB    HBM12        1
       -16       45        2       HB    HBM12        2
       -15       45        2       HB    HBM12        2
       -14       45        1       HB    HBM12        2
       -15       45        1       HB    HBM12        2
       -13       45        1       HB    HBM12        2
       -16       45        1       HB    HBM12        2
       -17       46        1       HE    HEM12        1
       -16       46        3       HE    HEM12        1
       -26       45        1       HE    HEM12        1
       -18       46        1       HE    HEM12        1
       -18       46        2       HE    HEM12        1
       -26       45        2       HE    HEM12        1
       -17       45        1       HE    HEM12        2
       -16       45        3       HE    HEM12        2
       -25       45        1       HE    HEM12        2
       -18       45        1       HE    HEM12        2
       -18       45        2       HE    HEM12        2
       -25       45        2       HE    HEM12        2
       -27       43        1       HE    HEM12        3
       -27       43        2       HE    HEM12        3
       -29       43        2       HE    HEM12        3
       -27       43        3       HE    HEM12        3
       -23       43        2       HE    HEM12        3
       -23       43        1       HE    HEM12        3
       -28       43        1       HE    HEM12        4
       -28       43        2       HE    HEM12        4
       -29       43        1       HE    HEM12        4
       -28       43        3       HE    HEM12        4
       -24       43        2       HE    HEM12        4
       -24       43        1       HE    HEM12        4
       -19       44        2       HE    HEM12        3
       -20       44        1       HE    HEM12        3
       -21       43        2       HE    HEM12        3
       -19       44        1       HE    HEM12        3
       -20       44        2       HE    HEM12        3
       -21       43        1       HE    HEM12        3
       -19       43        2       HE    HEM12        4
       -20       43        1       HE    HEM12        4
       -22       43        2       HE    HEM12        4
       -19       43        1       HE    HEM12        4
       -20       43        2       HE    HEM12        4
       -22       43        1       HE    HEM12        4
       -28       45        1       HE    HEM12        1
       -28       45        2       HE    HEM12        1
       -29       45        1       HE    HEM12        1
       -28       45        3       HE    HEM12        1
       -24       45        2       HE    HEM12        1
       -24       45        1       HE    HEM12        1
       -27       45        1       HE    HEM12        2
       -27       45        2       HE    HEM12        2
       -29       45        2       HE    HEM12        2
       -27       45        3       HE    HEM12        2
       -23       45        2       HE    HEM12        2
       -23       45        1       HE    HEM12        2
       -19       46        2       HE    HEM12        1
       -20       46        1       HE    HEM12        1
       -22       45        2       HE    HEM12        1
       -19       46        1       HE    HEM12        1
       -20       46        2       HE    HEM12        1
       -22       45        1       HE    HEM12        1
       -19       45        2       HE    HEM12        2
       -20       45        1       HE    HEM12        2
       -21       45        2       HE    HEM12        2
       -19       45        1       HE    HEM12        2
       -20       45        2       HE    HEM12        2
       -21       45        1       HE    HEM12        2
       -11       48        1       HB    HBM13        3
        -7       48        1       HB    HBM13        3
        -3       48        1       HB    HBM13        3
        -5       48        1       HB    HBM13        3
        -1       48        1       HB    HBM13        3
        -9       48        1       HB    HBM13        3
       -11       47        1       HB    HBM13        4
        -7       47        1       HB    HBM13        4
        -3       47        1       HB    HBM13        4
        -5       47        1       HB    HBM13        4
        -1       47        1       HB    HBM13        4
        -9       47        1       HB    HBM13        4
       -10       48        1       HB    HBM13        3
        -6       48        1       HB    HBM13        3
        -2       48        1       HB    HBM13        3
        -8       48        1       HB    HBM13        3
        -4       48        1       HB    HBM13        3
       -12       48        1       HB    HBM13        3
       -10       47        1       HB    HBM13        4
        -6       47        1       HB    HBM13        4
        -2       47        1       HB    HBM13        4
        -8       47        1       HB    HBM13        4
        -4       47        1       HB    HBM13        4
       -12       47        1       HB    HBM13        4
       -11       50        1       HB    HBM13        1
        -7       50        1       HB    HBM13        1
        -3       50        1       HB    HBM13        1
        -5       50        1       HB    HBM13        1
        -1       50        1       HB    HBM13        1
        -9       50        1       HB    HBM13        1
       -11       49        1       HB    HBM13        2
        -7       49        1       HB    HBM13        2
        -3       49        1       HB    HBM13        2
        -5       49        1       HB    HBM13        2
        -1       49        1       HB    HBM13        2
        -9       49        1       HB    HBM13        2
       -10       50        1       HB    HBM13        1
        -6       50        1       HB    HBM13        1
        -2       50        1       HB    HBM13        1
        -8       50        1       HB    HBM13        1
        -4       50        1       HB    HBM13        1
       -12       50        1       HB    HBM13        1
       -10       49        1       HB    HBM13        2
        -6       49        1       HB    HBM13        2
        -2       49        1       HB    HBM13        2
        -8       49        1       HB    HBM13        2
        -4       49        1       HB    HBM13        2
       -12       49        1       HB    HBM13        2
       -16       48        2       HB    HBM13        3
       -15       48        2       HB    HBM13        3
       -14       48        1       HB    HBM13        3
       -15       48        1       HB    HBM13        3
       -13       48        1       HB    HBM13        3
       -16       48        1       HB    HBM13        3
       -16       47        2       HB    HBM13        4
       -15       47        2       HB    HBM13        4
       -14       47        1       HB    HBM13        4
       -15       47        1       HB    HBM13        4
       -13       47        1       HB    HBM13        4
       -16       47        1       HB    HBM13        4
       -17       48        1       HE    HEM13        3
       -16       48        3       HE    HEM13        3
       -25       47        1       HE    HEM13        3
       -18       48        1       HE    HEM13        3
       -18       48        2       HE    HEM13        3
       -25       47        2       HE    HEM13        3
       -17       47        1       HE    HEM13        4
       -16       47        3       HE    HEM13        4
       -26       47        1       HE    HEM13        4
       -18       47        1       HE    HEM13        4
       -18       47        2       HE    HEM13        4
       -26       47        2       HE    HEM13        4
       -16       50        2       HB    HBM13        1
       -15       50        2       HB    HBM13        1
       -14       50        1       HB    HBM13        1
       -15       50        1       HB    HBM13        1
       -13       50        1       HB    HBM13        1
       -16       50        1       HB    HBM13        1
       -16       49        2       HB    HBM13        2
       -15       49        2       HB    HBM13        2
       -14       49        1       HB    HBM13        2
       -15       49        1       HB    HBM13        2
       -13       49        1       HB    HBM13        2
       -16       49        1       HB    HBM13        2
       -17       50        1       HE    HEM13        1
       -16       50        3       HE    HEM13        1
       -26       49        1       HE    HEM13        1
       -18       50        1       HE    HEM13        1
       -18       50        2       HE    HEM13        1
       -26       49        2       HE    HEM13        1
       -17       49        1       HE    HEM13        2
       -16       49        3       HE    HEM13        2
       -25       49        1       HE    HEM13        2
       -18       49        1       HE    HEM13        2
       -18       49        2       HE    HEM13        2
       -25       49        2       HE    HEM13        2
       -27       47        1       HE    HEM13        3
       -27       47        2       HE    HEM13        3
       -29       47        2       HE    HEM13        3
       -27       47        3       HE    HEM13        3
       -23       47        2       HE    HEM13        3
       -23       47        1       HE    HEM13        3
       -28       47        1       HE    HEM13        4
       -28       47        2       HE    HEM13        4
       -29       47        1       HE    HEM13        4
       -28       47        3       HE    HEM13        4
       -24       47        2       HE    HEM13        4
       -24       47        1       HE    HEM13        4
       -19       48        2       HE    HEM13        3
       -20       48        1       HE    HEM13        3
       -21       47        2       HE    HEM13        3
       -19       48        1       HE    HEM13        3
       -20       48        2       HE    HEM13        3
       -21       47        1       HE    HEM13        3
       -19       47        2       HE    HEM13        4
       -20       47        1       HE    HEM13        4
       -22       47        2       HE    HEM13        4
       -19       47        1       HE    HEM13        4
       -20       47        2       HE    HEM13        4
       -22       47        1       HE    HEM13        4
       -28       49        1       HE    HEM13        1
       -28       49        2       HE    HEM13        1
       -29       49        1       HE    HEM13        1
       -28       49        3       HE    HEM13        1
       -24       49        2       HE    HEM13        1
       -24       49        1       HE    HEM13        1
       -27       49        1       HE    HEM13        2
       -27       49        2       HE    HEM13        2
       -29       49        2       HE    HEM13        2
       -27       49        3       HE    HEM13        2
       -23       49        2       HE    HEM13        2
       -23       49        1       HE    HEM13        2
       -19       50        2       HE    HEM13        1
       -20       50        1       HE    HEM13        1
       -22       49        2       HE    HEM13        1
       -19       50        1       HE    HEM13        1
       -20       50        2       HE    HEM13        1
       -22       49        1       HE    HEM13        1
       -19       49        2       HE    HEM13        2
       -20       49        1       HE    HEM13        2
       -21       49        2       HE    HEM13        2
       -19       49        1       HE    HEM13        2
       -20       49        2       HE    HEM13        2
       -21       49        1       HE    HEM13        2
        11       43        1       HB    HBP12        1
         7       43        1       HB    HBP12        1
         3       43        1       HB    HBP12        1
         5       43        1       HB    HBP12        1
         1       43        1       HB    HBP12        1
         9       43        1       HB    HBP12        1
        11       44        1       HB    HBP12        2
         7       44        1       HB    HBP12        2
         3       44        1       HB    HBP12        2
         5       44        1       HB    HBP12        2
         1       44        1       HB    HBP12        2
         9       44        1       HB    HBP12        2
        10       43        1       HB    HBP12        1
         6       43        1       HB    HBP12        1
         2       43        1       HB    HBP12        1
         8       43        1       HB    HBP12        1
         4       43        1       HB    HBP12        1
        12       43        1       HB    HBP12        1
        10       44        1       HB    HBP12        2
         6       44        1       HB    HBP12        2
         2       44        1       HB    HBP12        2
         8       44        1       HB    HBP12        2
         4       44        1       HB    HBP12        2
        12       44        1       HB    HBP12        2
        11       45        1       HB    HBP12        3
         7       45        1       HB    HBP12        3
         3       45        1       HB    HBP12        3
         5       45        1       HB    HBP12        3
         1       45        1       HB    HBP12        3
         9       45        1       HB    HBP12        3
        11       46        1       HB    HBP12        4
         7       46        1       HB    HBP12        4
         3       46        1       HB    HBP12        4
         5       46        1       HB    HBP12        4
         1       46        1       HB    HBP12        4
         9       46        1       HB    HBP12        4
        10       45        1       HB    HBP12        3
         6       45        1       HB    HBP12        3
         2       45        1       HB    HBP12        3
         8       45        1       HB    HBP12        3
         4       45        1       HB    HBP12        3
        12       45        1       HB    HBP12        3
        10       46        1       HB    HBP12        4
         6       46        1       HB    HBP12        4
         2       46        1       HB    HBP12        4
         8       46        1       HB    HBP12        4
         4       46        1       HB    HBP12        4
        12       46        1       HB    HBP12        4
        16       43        2       HB    HBP12        1
        15       43        2       HB    HBP12        1
        14       43        1       HB    HBP12        1
        15       43        1       HB    HBP12        1
        13       43        1       HB    HBP12        1
        16       43        1       HB    HBP12        1
        16       44        2       HB    HBP12        2
        15       44        2       HB    HBP12        2
        14       44        1       HB    HBP12        2
        15       44        1       HB    HBP12        2
        13       44        1       HB    HBP12        2
        16       44        1       HB    HBP12        2
        17       43        1       HE    HEP12        1
        16       43        3       HE    HEP12        1
        26       43        1       HE    HEP12        1
        18       43        1       HE    HEP12        1
        18       43        2       HE    HEP12        1
        26       43        2       HE    HEP12        1
        17       44        1       HE    HEP12        2
        16       44        3       HE    HEP12        2
        25       43        1       HE    HEP12        2
        18       44        1       HE    HEP12        2
        18       44        2       HE    HEP12        2
        25       43        2       HE    HEP12        2
        16       45        2       HB    HBP12        3
        15       45        2       HB    HBP12        3
        14       45        1       HB    HBP12        3
        15       45        1       HB    HBP12        3
        13       45        1       HB    HBP12        3
        16       45        1       HB    HBP12        3
        16       46        2       HB    HBP12        4
        15       46        2       HB    HBP12        4
        14       46        1       HB    HBP12        4
        15       46        1       HB    HBP12        4
        13       46        1       HB    HBP12        4
        16       46        1       HB    HBP12        4
        17       45        1       HE    HEP12        3
        16       45        3       HE    HEP12        3
        25       45        1       HE    HEP12        3
        18       45        1       HE    HEP12        3
        18       45        2       HE    HEP12        3
        25       45        2       HE    HEP12        3
        17       46        1       HE    HEP12        4
        16       46        3       HE    HEP12        4
        26       45        1       HE    HEP12        4
        18       46        1       HE    HEP12        4
        18       46        2       HE    HEP12        4
        26       45        2       HE    HEP12        4
        28       43        1       HE    HEP12        1
        28       43        2       HE    HEP12        1
        29       43        1       HE    HEP12        1
        28       43        3       HE    HEP12        1
        24       43        2       HE    HEP12        1
        24       43        1       HE    HEP12        1
        27       43        1       HE    HEP12        2
        27       43        2       HE    HEP12        2
        29       43        2       HE    HEP12        2
        27       43        3       HE    HEP12        2
        23       43        2       HE    HEP12        2
        23       43        1       HE    HEP12        2
        19       43        2       HE    HEP12        1
        20       43        1       HE    HEP12        1
        22       43        2       HE    HEP12        1
        19       43        1       HE    HEP12        1
        20       43        2       HE    HEP12        1
        22       43        1       HE    HEP12        1
        19       44        2       HE    HEP12        2
        20       44        1       HE    HEP12        2
        21       43        2       HE    HEP12        2
        19       44        1       HE    HEP12        2
        20       44        2       HE    HEP12        2
        21       43        1       HE    HEP12        2
        27       45        1       HE    HEP12        3
        27       45        2       HE    HEP12        3
        29       45        2       HE    HEP12        3
        27       45        3       HE    HEP12        3
        23       45        2       HE    HEP12        3
        23       45        1       HE    HEP12        3
        28       45        1       HE    HEP12        4
        28       45        2       HE    HEP12        4
        29       45        1       HE    HEP12        4
        28       45        3       HE    HEP12        4
        24       45        2       HE    HEP12        4
        24       45        1       HE    HEP12        4
        19       45        2       HE    HEP12        3
        20       45        1       HE    HEP12        3
        21       45        2       HE    HEP12        3
        19       45        1       HE    HEP12        3
        20       45        2       HE    HEP12        3
        21       45        1       HE    HEP12        3
        19       46        2       HE    HEP12        4
        20       46        1       HE    HEP12        4
        22       45        2       HE    HEP12        4
        19       46        1       HE    HEP12        4
        20       46        2       HE    HEP12        4
        22       45        1       HE    HEP12        4
        11       47        1       HB    HBP13        1
         7       47        1       HB    HBP13        1
         3       47        1       HB    HBP13        1
         5       47        1       HB    HBP13        1
         1       47        1       HB    HBP13        1
         9       47        1       HB    HBP13        1
        11       48        1       HB    HBP13        2
         7       48        1       HB    HBP13        2
         3       48        1       HB    HBP13        2
         5       48        1       HB    HBP13        2
         1       48        1       HB    HBP13        2
         9       48        1       HB    HBP13        2
        10       47        1       HB    HBP13        1
         6       47        1       HB    HBP13        1
         2       47        1       HB    HBP13        1
         8       47        1       HB    HBP13        1
         4       47        1       HB    HBP13        1
        12       47        1       HB    HBP13        1
        10       48        1       HB    HBP13        2
         6       48        1       HB    HBP13        2
         2       48        1       HB    HBP13        2
         8       48        1       HB    HBP13        2
         4       48        1       HB    HBP13        2
        12       48        1       HB    HBP13        2
        11       49        1       HB    HBP13        3
         7       49        1       HB    HBP13        3
         3       49        1       HB    HBP13        3
         5       49        1       HB    HBP13        3
         1       49        1       HB    HBP13        3
         9       49        1       HB    HBP13        3
        11       50        1       HB    HBP13        4
         7       50        1       HB    HBP13        4
         3       50        1       HB    HBP13        4
         5       50        1       HB    HBP13        4
         1       50        1       HB    HBP13        4
         9       50        1       HB    HBP13        4
        10       49        1       HB    HBP13        3
         6       49        1       HB    HBP13        3
         2       49        1       HB    HBP13        3
         8       49        1       HB    HBP13        3
         4       49        1       HB    HBP13        3
        12       49        1       HB    HBP13        3
        10       50        1       HB    HBP13        4
         6       50        1       HB    HBP13        4
         2       50        1       HB    HBP13        4
         8       50        1       HB    HBP13        4
         4       50        1       HB    HBP13        4
        12       50        1       HB    HBP13        4
        16       47        2       HB    HBP13        1
        15       47        2       HB    HBP13        1
        14       47        1       HB    HBP13        1
        15       47        1       HB    HBP13        1
        13       47        1       HB    HBP13        1
        16       47        1       HB    HBP13        1
        16       48        2       HB    HBP13        2
        15       48        2       HB    HBP13        2
        14       48        1       HB    HBP13        2
        15       48        1       HB    HBP13        2
        13       48        1       HB    HBP13        2
        16       48        1       HB    HBP13        2
        17       47        1       HE    HEP13        1
        16       47        3       HE    HEP13        1
        26       47        1       HE    HEP13        1
        18       47        1       HE    HEP13        1
        18       47        2       HE    HEP13        1
        26       47        2       HE    HEP13        1
        17       48        1       HE    HEP13        2
        16       48        3       HE    HEP13        2
        25       47        1       HE    HEP13        2
        18       48        1       HE    HEP13        2
        18       48        2       HE    HEP13        2
        25       47        2       HE    HEP13        2
        16       49        2       HB    HBP13        3
        15       49        2       HB    HBP13        3
        14       49        1       HB    HBP13        3
        15       49        1       HB    HBP13        3
        13       49        1       HB    HBP13        3
        16       49        1       HB    HBP13        3
        16       50        2       HB    HBP13        4
        15       50        2       HB    HBP13        4
        14       50        1       HB    HBP13        4
        15       50        1       HB    HBP13        4
        13       50        1       HB    HBP13        4
        16       50        1       HB    HBP13        4
        17       49        1       HE    HEP13        3
        16       49        3       HE    HEP13        3
        25       49        1       HE    HEP13        3
        18       49        1       HE    HEP13        3
        18       49        2       HE    HEP13        3
        25       49        2       HE    HEP13        3
        17       50        1       HE    HEP13        4
        16       50        3       HE    HEP13        4
        26       49        1       HE    HEP13        4
        18       50        1       HE    HEP13        4
        18       50        2       HE    HEP13        4
        26       49        2       HE    HEP13        4
        28       47        1       HE    HEP13        1
        28       47        2       HE    HEP13        1
        29       47        1       HE    HEP13        1
        28       47        3       HE    HEP13        1
        24       47        2       HE    HEP13        1
        24       47        1       HE    HEP13        1
        27       47        1       HE    HEP13        2
        27       47        2       HE    HEP13        2
        29       47        2       HE    HEP13        2
        27       47        3       HE    HEP13        2
        23       47        2       HE    HEP13        2
        23       47        1       HE    HEP13        2
        19       47        2       HE    HEP13        1
        20       47        1       HE    HEP13        1
        22       47        2       HE    HEP13        1
        19       47        1       HE    HEP13        1
        20       47        2       HE    HEP13        1
        22       47        1       HE    HEP13        1
        19       48        2       HE    HEP13        2
        20       48        1       HE    HEP13        2
        21       47        2       HE    HEP13        2
        19       48        1       HE    HEP13        2
        20       48        2       HE    HEP13        2
        21       47        1       HE    HEP13        2
        27       49        1       HE    HEP13        3
        27       49        2       HE    HEP13        3
        29       49        2       HE    HEP13        3
        27       49        3       HE    HEP13        3
        23       49        2       HE    HEP13        3
        23       49        1       HE    HEP13        3
        28       49        1       HE    HEP13        4
        28       49        2       HE    HEP13        4
        29       49        1       HE    HEP13        4
        28       49        3       HE    HEP13        4
        24       49        2       HE    HEP13        4
        24       49        1       HE    HEP13        4
        19       49        2       HE    HEP13        3
        20       49        1       HE    HEP13        3
        21       49        2       HE    HEP13        3
        19       49        1       HE    HEP13        3
        20       49        2       HE    HEP13        3
        21       49        1       HE    HEP13        3
        19       50        2       HE    HEP13        4
        20       50        1       HE    HEP13        4
        22       49        2       HE    HEP13        4
        19       50        1       HE    HEP13        4
        20       50        2       HE    HEP13        4
        22       49        1       HE    HEP13        4
       -11       52        1       HB    HBM14        3
        -7       52        1       HB    HBM14        3
        -3       52        1       HB    HBM14        3
        -5       52        1       HB    HBM14        3
        -1       52        1       HB    HBM14        3
        -9       52        1       HB    HBM14        3
       -11       51        1       HB    HBM14        4
        -7       51        1       HB    HBM14        4
        -3       51        1       HB    HBM14        4
        -5       51        1       HB    HBM14        4
        -1       51        1       HB    HBM14        4
        -9       51        1       HB    HBM14        4
       -10       52        1       HB    HBM14        3
        -6       52        1       HB    HBM14        3
        -2       52        1       HB    HBM14        3
        -8       52        1       HB    HBM14        3
        -4       52        1       HB    HBM14        3
       -12       52        1       HB    HBM14        3
       -10       51        1       HB    HBM14        4
        -6       51        1       HB    HBM14        4
        -2       51        1       HB    HBM14        4
        -8       51        1       HB    HBM14        4
        -4       51        1       HB    HBM14        4
       -12       51        1       HB    HBM14        4
       -11       54        1       HB    HBM14        1
        -7       54        1       HB    HBM14        1
        -3       54        1       HB    HBM14        1
        -5       54        1       HB    HBM14        1
        -1       54        1       HB    HBM14        1
        -9       54        1       HB    HBM14        1
       -11       53        1       HB    HBM14        2
        -7       53        1       HB    HBM14        2
        -3       53        1       HB    HBM14        2
        -5       53        1       HB    HBM14        2
        -1       53        1       HB    HBM14        2
        -9       53        1       HB    HBM14        2
       -10       54        1       HB    HBM14        1
        -6       54        1       HB    HBM14        1
        -2       54        1       HB    HBM14        1
        -8       54        1       HB    HBM14        1
        -4       54        1       HB    HBM14        1
       -12       54        1       HB    HBM14        1
       -10       53        1       HB    HBM14        2
        -6       53        1       HB    HBM14        2
        -2       53        1       HB    HBM14        2
        -8       53        1       HB    HBM14        2
        -4       53        1       HB    HBM14        2
       -12       53        1       HB    HBM14        2
       -16       52        2       HB    HBM14        3
       -15       52        2       HB    HBM14        3
       -14       52        1       HB    HBM14        3
       -15       52        1       HB    HBM14        3
       -13       52        1       HB    HBM14        3
       -16       52        1       HB    HBM14        3
       -16       51        2       HB    HBM14        4
       -15       51        2       HB    HBM14        4
       -14       51        1       HB    HBM14        4
       -15       51        1       HB    HBM14        4
       -13       51        1       HB    HBM14        4
       -16       51        1       HB    HBM14        4
       -17       52        1       HE    HEM14        3
       -16       52        3       HE    HEM14        3
       -25       51        1       HE    HEM14        3
       -18       52        1       HE    HEM14        3
       -18       52        2       HE    HEM14        3
       -25       51        2       HE    HEM14        3
       -17       51        1       HE    HEM14        4
       -16       51        3       HE    HEM14        4
       -26       51        1       HE    HEM14        4
       -18       51        1       HE    HEM14        4
       -18       51        2       HE    HEM14        4
       -26       51        2       HE    HEM14        4
       -16       54        2       HB    HBM14        1
       -15       54        2       HB    HBM14        1
       -14       54        1       HB    HBM14        1
       -15       54        1       HB    HBM14        1
       -13       54        1       HB    HBM14        1
       -16       54        1       HB    HBM14        1
       -16       53        2       HB    HBM14        2
       -15       53        2       HB    HBM14        2
       -14       53        1       HB    HBM14        2
       -15       53        1       HB    HBM14        2
       -13       53        1       HB    HBM14        2
       -16       53        1       HB    HBM14        2
       -17       54        1       HE    HEM14        1
       -16       54        3       HE    HEM14        1
       -26       53        1       HE    HEM14        1
       -18       54        1       HE    HEM14        1
       -18       54        2       HE    HEM14        1
       -26       53        2       HE    HEM14        1
       -17       53        1       HE    HEM14        2
       -16       53        3       HE    HEM14        2
       -25       53        1       HE    HEM14        2
       -18       53        1       HE    HEM14        2
       -18       53        2       HE    HEM14        2
       -25       53        2       HE    HEM14        2
       -27       51        1       HE    HEM14        3
       -27       51        2       HE    HEM14        3
       -29       51        2       HE    HEM14        3
       -27       51        3       HE    HEM14        3
       -23       51        2       HE    HEM14        3
       -23       51        1       HE    HEM14        3
       -28       51        1       HE    HEM14        4
       -28       51        2       HE    HEM14        4
       -29       51        1       HE    HEM14        4
       -28       51        3       HE    HEM14        4
       -24       51        2       HE    HEM14        4
       -24       51        1       HE    HEM14        4
       -19       52        2       HE    HEM14        3
       -20       52        1       HE    HEM14        3
       -21       51        2       HE    HEM14        3
       -19       52        1       HE    HEM14        3
       -20       52        2       HE    HEM14        3
       -21       51        1       HE    HEM14        3
       -19       51        2       HE    HEM14        4
       -20       51        1       HE    HEM14        4
       -22       51        2       HE    HEM14        4
       -19       51        1       HE    HEM14        4
       -20       51        2       HE    HEM14        4
       -22       51        1       HE    HEM14        4
       -28       53        1       HE    HEM14        1
       -28       53        2       HE    HEM14        1
       -29       53        1       HE    HEM14        1
       -28       53        3       HE    HEM14        1
       -24       53        2       HE    HEM14        1
       -24       53        1       HE    HEM14        1
       -27       53        1       HE    HEM14        2
       -27       53        2       HE    HEM14        2
       -29       53        2       HE    HEM14        2
       -27       53        3       HE    HEM14        2
       -23       53        2       HE    HEM14        2
       -23       53        1       HE    HEM14        2
       -19       54        2       HE    HEM14        1
       -20       54        1       HE    HEM14        1
       -22       53        2       HE    HEM14        1
       -19       54        1       HE    HEM14        1
       -20       54        2       HE    HEM14        1
       -22       53        1       HE    HEM14        1
       -19       53        2       HE    HEM14        2
       -20       53        1       HE    HEM14        2
       -21       53        2       HE    HEM14        2
       -19       53        1       HE    HEM14        2
       -20       53        2       HE    HEM14        2
       -21       53        1       HE    HEM14        2
       -11       56        1       HB    HBM15        3
        -7       56        1       HB    HBM15        3
        -3       56        1       HB    HBM15        3
        -5       56        1       HB    HBM15        3
        -1       56        1       HB    HBM15        3
        -9       56        1       HB    HBM15        3
       -11       55        1       HB    HBM15        4
        -7       55        1       HB    HBM15        4
        -3       55        1       HB    HBM15        4
        -5       55        1       HB    HBM15        4
        -1       55        1       HB    HBM15        4
        -9       55        1       HB    HBM15        4
       -10       56        1       HB    HBM15        3
        -6       56        1       HB    HBM15        3
        -2       56        1       HB    HBM15        3
        -8       56        1       HB    HBM15        3
        -4       56        1       HB    HBM15        3
       -12       56        1       HB    HBM15        3
       -10       55        1       HB    HBM15        4
        -6       55        1       HB    HBM15        4
        -2       55        1       HB    HBM15        4
        -8       55        1       HB    HBM15        4
        -4       55        1       HB    HBM15        4
       -12       55        1       HB    HBM15        4
       -11       58        1       HB    HBM15        1
        -7       58        1       HB    HBM15        1
        -3       58        1       HB    HBM15        1
        -5       58        1       HB    HBM15        1
        -1       58        1       HB    HBM15        1
        -9       58        1       HB    HBM15        1
       -11       57        1       HB    HBM15        2
        -7       57        1       HB    HBM15        2
        -3       57        1       HB    HBM15        2
        -5       57        1       HB    HBM15        2
        -1       57        1       HB    HBM15        2
        -9       57        1       HB    HBM15        2
       -10       58        1       HB    HBM15        1
        -6       58        1       HB    HBM15        1
        -2       58        1       HB    HBM15        1
        -8       58        1       HB    HBM15        1
        -4       58        1       HB    HBM15        1
       -12       58        1       HB    HBM15        1
       -10       57        1       HB    HBM15        2
        -6       57        1       HB    HBM15        2
        -2       57        1       HB    HBM15        2
        -8       57        1       HB    HBM15        2
        -4       57        1       HB    HBM15        2
       -12       57        1       HB    HBM15        2
       -16       56        2       HB    HBM15        3
       -15       56        2       HB    HBM15        3
       -14       56        1       HB    HBM15        3
       -15       56        1       HB    HBM15        3
       -13       56        1       HB    HBM15        3
       -16       56        1       HB    HBM15        3
       -16       55        2       HB    HBM15        4
       -15       55        2       HB    HBM15        4
       -14       55        1       HB    HBM15        4
       -15       55        1       HB    HBM15        4
       -13       55        1       HB    HBM15        4
       -16       55        1       HB    HBM15        4
       -17       56        1       HE    HEM15        3
       -16       56        3       HE    HEM15        3
       -25       55        1       HE    HEM15        3
       -18       56        1       HE    HEM15        3
       -18       56        2       HE    HEM15        3
       -25       55        2       HE    HEM15        3
       -17       55        1       HE    HEM15        4
       -16       55        3       HE    HEM15        4
       -26       55        1       HE    HEM15        4
       -18       55        1       HE    HEM15        4
       -18       55        2       HE    HEM15        4
       -26       55        2       HE    HEM15        4
       -16       58        2       HB    HBM15        1
       -15       58        2       HB    HBM15        1
       -14       58        1       HB    HBM15        1
       -15       58        1       HB    HBM15        1
       -13       58        1       HB    HBM15        1
       -16       58        1       HB    HBM15        1
       -16       57        2       HB    HBM15        2
       -15       57        2       HB    HBM15        2
       -14       57        1       HB    HBM15        2
       -15       57        1       HB    HBM15        2
       -13       57        1       HB    HBM15        2
       -16       57        1       HB    HBM15        2
       -17       58        1       HE    HEM15        1
       -16       58        3       HE    HEM15        1
       -26       57        1       HE    HEM15        1
       -18       58        1       HE    HEM15        1
       -18       58        2       HE    HEM15        1
       -26       57        2       HE    HEM15        1
       -17       57        1       HE    HEM15        2
       -16       57        3       HE    HEM15        2
       -25       57        1       HE    HEM15        2
       -18       57        1       HE    HEM15        2
       -18       57        2       HE    HEM15        2
       -25       57        2       HE    HEM15        2
       -27       55        1       HE    HEM15        3
       -27       55        2       HE    HEM15        3
       -29       55        2       HE    HEM15        3
       -27       55        3       HE    HEM15        3
       -23       55        2       HE    HEM15        3
       -23       55        1       HE    HEM15        3
       -28       55        1       HE    HEM15        4
       -28       55        2       HE    HEM15        4
       -29       55        1       HE    HEM15        4
       -28       55        3       HE    HEM15        4
       -24       55        2       HE    HEM15        4
       -24       55        1       HE    HEM15        4
       -19       56        2       HE    HEM15        3
       -20       56        1       HE    HEM15        3
       -21       55        2       HE    HEM15        3
       -19       56        1       HE    HEM15        3
       -20       56        2       HE    HEM15        3
       -21       55        1       HE    HEM15        3
       -19       55        2       HE    HEM15        4
       -20       55        1       HE    HEM15        4
